record_id,program_id,program_name,record_kind,assistance_type,funding_classification,program_status,administrator_name,administering_department,historical_authorized_usd,historical_budgeted_usd,historical_encumbered_usd,historical_expended_usd,financial_stage_note,record_granularity,geographic_scope,is_business_recipient,is_mappable_business_location,is_active_incentive_dollars,address_use_policy,financial_aggregation_policy,source_authority,source_dataset_id,source_record_ids,source_url,source_query_url,source_as_of,source_dataset_updated_at,specification_number,contract_numbers,source_revision_count,latest_revision_number,grant_project_code,fund_code,parent_cost_center_code,aln_code,period_start,period_end
chicago-covid-small-business-support:administrator:171945,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,95TH ST. BEVERLY HILLS BUSINESS ASSOCIATION,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,3000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171945|po:180812,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-27,2026-07-30T08:17:39.000Z,1231590,171945|180812,4,3,,,,,2021-10-20,2022-02-28
chicago-covid-small-business-support:administrator:171946,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,GREATER S.W. DEVELOPMENT CORP.,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,56159.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171946,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-27,2026-07-30T08:17:39.000Z,1231590,171946,1,0,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171947,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,UPTOWN UNITED,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171947,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171947,1,0,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171948,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,18TH STREET. DEVELOPMENT. CORP.,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171948|po:175922,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-26,2026-07-30T08:17:39.000Z,1231590,171948|175922,3,1,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171949,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,SIX CORNERS ASSOCIATION,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171949|po:173735,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171949|173735,3,2,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171950,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,PULASKI-ELSTON BUSINESS ASSOC.,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171950|po:177968,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171950|177968,2,0,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171951,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,WOMEN'S BUSINESS DEVELOPMENT CENTER,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171951,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171951,2,2,,,,,2021-10-20,2022-01-31
chicago-covid-small-business-support:administrator:171952,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,NORTH RIVER COMMISSION 02,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,35300.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171952|po:175920,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171952|175920,3,1,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171953,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,SOUTH LOOP CHAMBER OF COMMERCE,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,5500.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171953|po:174556,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171953|174556,2,0,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171954,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,UPTOWN UNITED,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,31822.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171954,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171954,1,0,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171955,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,TOGETHER CHICAGO INC,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171955,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171955,2,2,,,,,2021-10-20,2022-09-30
chicago-covid-small-business-support:administrator:171956,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,UPTOWN UNITED,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171956|po:173966|po:174013,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171956|173966|174013,5,2,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171957,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,GREATER SOUTHWEST DEV CORP,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,50352.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171957|po:176218,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-27,2026-07-30T08:17:39.000Z,1231590,171957|176218,3,1,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171958,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,NORTHWEST SIDE HOUSING CENTER,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,10000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171958|po:174567,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171958|174567,2,0,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171959,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,GREATER CHATHAM INITIATIVE,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171959,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-27,2026-07-30T08:17:39.000Z,1231590,171959,2,2,,,,,2021-10-20,2022-09-30
chicago-covid-small-business-support:administrator:171960,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,LITTLE VILLAGE COMMUNITY FOUNDATION,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,10000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171960,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171960,1,0,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171961,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,SOUTHEAST CHICAGO CHAMBER,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171961|po:175258,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171961|175258,4,2,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171962,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,GREATER SOUTHWEST DEV CORP,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,57158.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171962|po:176217,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-27,2026-07-30T08:17:39.000Z,1231590,171962|176217,3,1,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171963,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,WOODLAWN CHAMBER OF COMMERCE,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,17000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171963|po:180085,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171963|180085,6,3,,,,,2021-10-20,2022-09-30
chicago-covid-small-business-support:administrator:171964,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,ACCION CHICAGO,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171964,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171964,1,0,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171965,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,GREATER S.W. DEVELOPMENT CORP.,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,57329.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171965|po:175926,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-27,2026-07-30T08:17:39.000Z,1231590,171965|175926,3,1,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171966,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,SOUTHEAST CHICAGO COMMISION,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,50000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171966|po:178037,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171966|178037,2,0,,,,,2021-10-20,2021-12-31
