dataset,project_name,recipient_or_developer,address,tif_district,ward_or_area,authorized_tif_assistance,city_reported_expenditure,total_project_cost,announced_private_leverage,approval_or_report_year,status_text,lat,lng,source_row_id
annual-report,Englewood Apts,Englewood SRO,,Englewood Mall,,,0,,0,2024,Completed Project,,,annual-report:T-T-021:2024:1:1
annual-report,Englewood Connect LLC (Phase 1A),,,Englewood Mall,,,7000000,,4848751,2024,Active Project,,,annual-report:T-T-021:2024:6:1
annual-report,Retail Thrive - Englewood Mall,,,Englewood Mall,,,0,,0,2024,Completed Project (Retail Thrive Program),,,annual-report:T-T-021:2024:3:1
annual-report,Thrive Englewood,,,Englewood Mall,,,5000000,,35210120,2024,Active Project,,,annual-report:T-T-021:2024:5:1
annual-report,TIFWorks - Englewood Mall,,,Englewood Mall,,,0,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-021:2024:2:1
annual-report,Gooseland Venture,Gooseland Venture LLC,,Goose Island,,,0,,0,2024,Completed Project,,,annual-report:T-T-023:2024:2:1
annual-report,Republic Windows,Republic Windows and Doors,,Goose Island,,,0,,0,2024,Completed Project,,,annual-report:T-T-023:2024:3:1
annual-report,Sara Lee - Riverworks,River Works LLC,,Goose Island,,,0,,0,2024,Completed Project,,,annual-report:T-T-023:2024:4:1
annual-report,SBIF - Goose Island,,,Goose Island,,,1099753,,2199506,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-023:2024:5:1
annual-report,TIFWorks - Goose Island,,,Goose Island,,,50000,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-023:2024:7:1
annual-report,UI LABS,,,Goose Island,,,0,,0,2024,Completed Project,,,annual-report:T-T-023:2024:8:1
annual-report,WaterSaver Faucet - Phase I,,,Goose Island,,,0,,0,2024,Completed Project,,,annual-report:T-T-023:2024:6:1
annual-report,Wrigley Innovation Center,Wm. Wrigley Jr. Company,,Goose Island,,,0,,0,2024,Completed Project,,,annual-report:T-T-023:2024:1:1
annual-report,Homan Square Phase VI,,,Homan/Arthington,,,0,,0,2024,Completed Project,,,annual-report:T-T-024:2024:3:1
annual-report,TIFWorks - Homan Arthington,,,Homan/Arthington,,,789534.58,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-024:2024:1:1
annual-report,UCAN,,,Homan/Arthington,,,0,,0,2024,Completed Project,,,annual-report:T-T-024:2024:2:1
annual-report,Klee Bldg,Klee Building,,Irving/Cicero,,,0,,0,2024,Completed Project,,,annual-report:T-T-027:2024:1:1
annual-report,SBIF - Irving Cicero,,,Irving/Cicero,,,0,,0,2024,Completed Project (Small Business Improvement Fund Program),,,annual-report:T-T-027:2024:2:1
annual-report,SBIF - Michigan Cermak,,,Michigan/Cermak,,,1500000,,3000000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-029:2024:1:1
annual-report,TIFWorks - Michigan Cermak,,,Michigan/Cermak,,,200421.37,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-029:2024:2:1
annual-report,ClyDiv,,,Near North,,,0,,0,2024,Completed Project,,,annual-report:T-T-030:2024:11:1
annual-report,IGA - CBE - ADA - Manierre,Chicago Board of Education,,Near North,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-030:2024:7:1
annual-report,IGA - CBE - ADA - Schiller,Chicago Board of Education,,Near North,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-030:2024:5:1
annual-report,IGA - CBE - Franklin,Chicago Board of Education,,Near North,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-030:2024:8:1
annual-report,IGA - CBE - Payton HS ADA,Chicago Board of Education,,Near North,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-030:2024:3:1
annual-report,IGA - CPD - Durso,Chicago Park District,,Near North,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-030:2024:10:1
annual-report,IGA - CPD - Park ____ - Jesse White,Chicago Park District,,Near North,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-030:2024:1:1
annual-report,IGA - CPD - Park ____ - Jesse White - II,Chicago Park District,,Near North,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-030:2024:2:1
annual-report,IGA - CPD - Park ____ - W Chicago Ave Fieldhouse,Chicago Park District,,Near North,,,0,,0,2024,Active Project (Chicago Park District),,,annual-report:T-T-030:2024:4:1
annual-report,IGA - CPD Stanton Park,Chicago Park District,,Near North,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-030:2024:9:1
annual-report,IGA- CPD- Seward Park,Chicago Park District,,Near North,,,0,,0,2024,Active Project (Chicago Park District),,,annual-report:T-T-030:2024:6:1
annual-report,Lakefront SRO - Clybourn,Lakefront Supportive Housing,,Near North,,,0,,0,2024,Completed Project,,,annual-report:T-T-030:2024:4:2
annual-report,Near North High School-CHA-IGA,Chicago Board of Education,,Near North,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-030:2024:11:2
annual-report,North Town Village,North Town Village LLC,,Near North,,,0,,0,2024,Completed Project,,,annual-report:T-T-030:2024:1:2
annual-report,Parkside Four Phase II Rental Project,,,Near North,,,0,,0,2024,Completed Project,,,annual-report:T-T-030:2024:12:1
annual-report,Parkside I,Parkside of Old Town­ CHA Transformation,,Near North,,,0,,0,2024,Completed Project,,,annual-report:T-T-030:2024:5:2
annual-report,Parkside IIB Rental Project,,,Near North,,,0,,0,2024,Completed Project,,,annual-report:T-T-030:2024:10:2
annual-report,Parkside Old Town II,Parkside Old Town - Cabrini Phase II,,Near North,,,0,,0,2024,Completed Project,,,annual-report:T-T-030:2024:8:2
annual-report,Parkside Phase III LP,Parkside Four Phase III,,Near North,,,16400000,,50831670,2024,Active Project,,,annual-report:T-T-030:2024:13:1
annual-report,River Village - Site G - Pointe,,,Near North,,,0,,0,2024,Completed Project,,,annual-report:T-T-030:2024:7:2
annual-report,River Village - Site H1,River Village Townhomes & Lofts (Site H),,Near North,,,0,,0,2024,Completed Project,,,annual-report:T-T-030:2024:2:2
annual-report,River Village - Site I,,,Near North,,,0,,0,2024,Completed Project,,,annual-report:T-T-030:2024:3:2
annual-report,SBIF - Near North,,,Near North,,,0,,0,2024,Completed Project (Small Business Improvement Fund Program),,,annual-report:T-T-030:2024:6:2
annual-report,TIFWorks - Near North,,,Near North,,,0,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-030:2024:9:2
annual-report,SBIF - North Branch North,,,North Branch North,,,0,,0,2024,Completed Project (Small Business Improvement Fund Program),,,annual-report:T-T-033:2024:1:1
annual-report,TIFWorks - North Branch North,,,North Branch North,,,0,,0,2024,Completed Project (TIF Works Program),,,annual-report:T-T-033:2024:2:1
annual-report,North Cicero,North & Cicero Development LLC,,North/Cicero,,,0,,0,2024,Completed Project,,,annual-report:T-T-035:2024:1:1
annual-report,SBIF - North Cicero,,,North/Cicero,,,0,,0,2024,Completed Project (Small Business Improvement Fund Program),,,annual-report:T-T-035:2024:2:1
annual-report,TIFWorks - North Cicero,,,North/Cicero,,,0,,0,2024,Completed Project (TIF Works Program),,,annual-report:T-T-035:2024:3:1
annual-report,IGA - CBE - (New South Loop),Chicago Board of Education,,River South,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-037:2024:3:1
annual-report,IGA - CBE - (New South Loop) Construction,Chicago Board of Education,,River South,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-037:2024:4:1
annual-report,IGA - CPD - Park 0481 - Ping Tom - II,Chicago Park District,,River South,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-037:2024:1:1
annual-report,IGA - CTA - 18th St. Connector,Chicago Transit Authority,,River South,,,0,,0,2024,Active Project (Chicago Transit Authority),,,annual-report:T-T-037:2024:2:1
annual-report,LaSalle Park - Clark Taylor,"Clark / Taylor, LLC",,River South,,,0,,0,2024,Completed Project,,,annual-report:T-T-037:2024:1:2
annual-report,TIFWorks - River South,,,River South,,,0,,0,2024,Completed Project (TIF Works Program),,,annual-report:T-T-037:2024:2:2
annual-report,Fillmore Center,,,Roosevelt/Cicero Industrial Corridor,,,10000000,,35405057,2024,Active Project,,,annual-report:T-T-038:2024:4:1
annual-report,Industrial Growth Zone- Roosevelt/Cicero,,,Roosevelt/Cicero Industrial Corridor,,,0,,0,2024,Completed Project (Industrial Growth Zone Program),,,annual-report:T-T-038:2024:3:1
annual-report,SBIF - Roosevelt Cicero,,,Roosevelt/Cicero Industrial Corridor,,,6000000,,12000000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-038:2024:1:1
annual-report,TIFWorks - Roosevelt Cicero,,,Roosevelt/Cicero Industrial Corridor,,,1125811.13,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-038:2024:2:1
annual-report,TIFWorks - Sanitary Ship Canal,,,Sanitary and Ship Canal,,,101063.2,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-042:2024:1:1
annual-report,815 W Pershing Warehouse,,,Stockyards Annex,,,0,,0,2024,Completed Project,,,annual-report:T-T-043:2024:4:1
annual-report,Experimur,,,Stockyards Annex,,,0,,0,2024,Completed Project,,,annual-report:T-T-043:2024:2:1
annual-report,IGA - PBC - Stockyards Bank,Public Buildings Commission,,Stockyards Annex,,,0,,0,2024,Active Project (Public Buildings Commission),,,annual-report:T-T-043:2024:1:1
annual-report,SBIF - Stockyards Annex,,,Stockyards Annex,,,0,,0,2024,Completed Project (Small Business Improvement Fund Program),,,annual-report:T-T-043:2024:1:2
annual-report,TIFWorks - Stockyards Annex,,,Stockyards Annex,,,0,,0,2024,Completed Project (TIF Works Program),,,annual-report:T-T-043:2024:3:1
annual-report,SBIF - Stockyards Southeast Quadrant,,,Stockyards Southeast Quadrant Industrial,,,1000000,,2000000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-045:2024:2:1
annual-report,Casa Queretaro Rental Project,,,Western/Ogden,,,0,,0,2024,Completed Project,,,annual-report:T-T-048:2024:6:1
annual-report,CCIL,Chicago Christian Industrial League/ Building Solutions,,Western/Ogden,,,0,,0,2024,Completed Project,,,annual-report:T-T-048:2024:1:1
annual-report,IGA - CBE - Orozco - MS,Chicago Board of Education,,Western/Ogden,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-048:2024:1:2
annual-report,IGA - CBE - Simpson Academy for Young Women,Chicago Board of Education,,Western/Ogden,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-048:2024:4:1
annual-report,IGA - CPD - Park Livingston Field,Chicago Park District,,Western/Ogden,,,0,,0,2024,Active Project (Chicago Park District),,,annual-report:T-T-048:2024:3:1
annual-report,IGA - PBC - Children's Advocacy Center,Public Buildings Commission,,Western/Ogden,,,0,,0,2024,Active Project (Public Buildings Commission),,,annual-report:T-T-048:2024:2:1
annual-report,New Homes Chicago - Resurrection,,,Western/Ogden,,,0,,0,2024,Completed Project,,,annual-report:T-T-048:2024:2:2
annual-report,Red Cross Facility,,,Western/Ogden,,,0,,0,2024,Completed Project,,,annual-report:T-T-048:2024:5:1
annual-report,SBIF - Western Ogden,,,Western/Ogden,,,2500000,,5000000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-048:2024:3:2
annual-report,TIFWorks - Western Ogden Industr Corridor,,,Western/Ogden,,,1163426.92,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-048:2024:4:2
annual-report,CB2,CB2 Relocation,,Kinzie Industrial Corridor,,,0,,0,2024,Completed Project,,,annual-report:T-T-052:2024:8:1
annual-report,City Escape Garden,,,Kinzie Industrial Corridor,,,0,,0,2024,Completed Project,,,annual-report:T-T-052:2024:5:1
annual-report,Covenant House Illinois Inc.,,,Kinzie Industrial Corridor,,,2700000,,3257817,2024,Active Project,,,annual-report:T-T-052:2024:13:1
annual-report,Coyne Institute,Coyne American Institute,,Kinzie Industrial Corridor,,,0,,0,2024,Completed Project,,,annual-report:T-T-052:2024:6:1
annual-report,Greater West Town Center,Greater West Town Training Econ Dev Center,,Kinzie Industrial Corridor,,,0,,0,2024,Completed Project,,,annual-report:T-T-052:2024:7:1
annual-report,Green Works,Greenworks,,Kinzie Industrial Corridor,,,0,,0,2024,Completed Project,,,annual-report:T-T-052:2024:4:1
annual-report,HWUC - Erie Co-Op,"HWUC - Erie Cooperative, Limited Partnership",,Kinzie Industrial Corridor,,,0,,0,2024,Completed Project,,,annual-report:T-T-052:2024:1:1
annual-report,IGA - CBE - ADA - Beidler,Chicago Board of Education,,Kinzie Industrial Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-052:2024:3:1
annual-report,IGA - CBE - ADA - Morton,Chicago Board of Education,,Kinzie Industrial Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-052:2024:2:1
annual-report,IGA - CBE - Beidler School Park,Chicago Board of Education,,Kinzie Industrial Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-052:2024:1:2
annual-report,IGA - CBE - Cather Elementary Space to Grow,Chicago Board of Education,,Kinzie Industrial Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-052:2024:5:2
annual-report,IGA - CPD - Bickerdike Square Park,Chicago Park District,,Kinzie Industrial Corridor,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-052:2024:7:2
annual-report,IGA - CPD - Park 1015 - Smith Park,Chicago Park District,,Kinzie Industrial Corridor,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-052:2024:4:2
annual-report,IGA - PBC- DSS Salt Pile,Public Buildings Commission,,Kinzie Industrial Corridor,,,0,,0,2024,Active Project (Public Buildings Commission),,,annual-report:T-T-052:2024:6:2
annual-report,mHUB,,,Kinzie Industrial Corridor,,,17550000,,31667511,2024,Active Project,,,annual-report:T-T-052:2024:12:1
annual-report,Nanoink,"Nanolnk, Inc.",,Kinzie Industrial Corridor,,,0,,0,2024,Completed Project,,,annual-report:T-T-052:2024:2:2
annual-report,NMA,Nelson Mandela Apartments,,Kinzie Industrial Corridor,,,0,,0,2024,Completed Project,,,annual-report:T-T-052:2024:10:1
annual-report,SBIF - Kinzie,SBIF - Kinzie Industrial,,Kinzie Industrial Corridor,,,16000000,,32000000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-052:2024:3:2
annual-report,The Hatchery,,,Kinzie Industrial Corridor,,,0,,0,2024,Completed Project,,,annual-report:T-T-052:2024:11:1
annual-report,TIFWorks - Kinzie Industr Corridor,,,Kinzie Industrial Corridor,,,9255576.5,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-052:2024:9:1
annual-report,IGA - CBE - Juarez Community Academy,Chicago Board of Education,,Pilsen Industrial Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-053:2024:1:1
annual-report,IGA - CBE - Perez School,Chicago Board of Education,,Pilsen Industrial Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-053:2024:4:1
annual-report,IGA - CBE - Whittier School,Chicago Board of Education,,Pilsen Industrial Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-053:2024:2:1
annual-report,IGA - CPD - Dvorak Park,Chicago Park District,,Pilsen Industrial Corridor,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-053:2024:3:1
annual-report,International Produce Market,Center Point Realty; Services Corporation; Chicago International; and Produce Market LLC,,Pilsen Industrial Corridor,,,0,,0,2024,Completed Project,,,annual-report:T-T-053:2024:1:2
annual-report,New Homes Chicago - Resurrection,,,Pilsen Industrial Corridor,,,0,,0,2024,Completed Project,,,annual-report:T-T-053:2024:4:2
annual-report,SBIF - Pilsen,,,Pilsen Industrial Corridor,,,4500000,,9000000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-053:2024:3:2
annual-report,Target - 33rd Damen,Target Store,,Pilsen Industrial Corridor,,,0,,0,2024,Completed Project,,,annual-report:T-T-053:2024:2:2
annual-report,TIFWorks - Pilsen,,,Pilsen Industrial Corridor,,,1706706.96,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-053:2024:5:1
annual-report,Chicago Family Health Center,,,Stony Island Commercial/Burnside Industrial,,,0,,0,2024,Completed Project,,,annual-report:T-T-054:2024:8:1
annual-report,Finkl Steel,A. Finkl & Sons Co.,,Stony Island Commercial/Burnside Industrial,,,22500000,,139249110,2024,Active Project,,,annual-report:T-T-054:2024:5:1
annual-report,Greenwood Assoc,Greenwood Associates LP,,Stony Island Commercial/Burnside Industrial,,,0,,0,2024,Completed Project,,,annual-report:T-T-054:2024:1:1
annual-report,IGA - CPD - Dixon Park,Chicago Park District,,Stony Island Commercial/Burnside Industrial,,,0,,0,2024,Active Project (Chicago Park District),,,annual-report:T-T-054:2024:2:1
annual-report,IGA - CPD - Park 0237 - Jesse Owens,Chicago Park District,,Stony Island Commercial/Burnside Industrial,,,0,,0,2024,Active Project (Chicago Park District),,,annual-report:T-T-054:2024:1:2
annual-report,Imani Village Advocate Medical Center,,,Stony Island Commercial/Burnside Industrial,,,0,,0,2024,Completed Project,,,annual-report:T-T-054:2024:7:1
annual-report,Imani Village Advocate Senoir Residence,Imani Village Phase I,,Stony Island Commercial/Burnside Industrial,,,8050757,,26647139,2024,Active Project,,,annual-report:T-T-054:2024:10:1
annual-report,Industrial Growth Zone- Stony Island/Burnside,,,Stony Island Commercial/Burnside Industrial,,,0,,0,2024,Completed Project (Industrial Growth Zone Program),,,annual-report:T-T-054:2024:6:1
annual-report,Midway Broadcasting - WVON,WVON Radio,,Stony Island Commercial/Burnside Industrial,,,0,,0,2024,Completed Project,,,annual-report:T-T-054:2024:3:1
annual-report,Montclare Senior Residences of Calumet Heights,,,Stony Island Commercial/Burnside Industrial,,,3000000,,35347185,2024,Active Project,,,annual-report:T-T-054:2024:9:1
annual-report,SBIF - Stony Island Burnside,,,Stony Island Commercial/Burnside Industrial,,,4750000,,9500000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-054:2024:2:2
annual-report,TIFWorks - Stony Island Burnside,,,Stony Island Commercial/Burnside Industrial,,,1567584.74,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-054:2024:4:1
annual-report,"45th/Cottage, LLC",,,43rd/Cottage Grove,,,0,,0,2024,Completed Project,,,annual-report:T-T-055:2024:8:1
annual-report,Hearts Multi-Family 1,Hearts United,,43rd/Cottage Grove,,,4112216,,11787784,2024,Active Project,,,annual-report:T-T-055:2024:1:1
annual-report,Hearts Multi-Family 2,"Hearts United Phase II, L.P.Hearts Multi-Family II",,43rd/Cottage Grove,,,3400000,,14162026,2024,Active Project,,,annual-report:T-T-055:2024:2:1
annual-report,Hearts Multi-Family 3,"Hearts United Phase III, L.P.",,43rd/Cottage Grove,,,1469000,,9514652,2024,Active Project,,,annual-report:T-T-055:2024:3:1
annual-report,IGA - CPD - Sumac Park,Chicago Park District,,43rd/Cottage Grove,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-055:2024:1:2
annual-report,IGA - CPD - Vincennes Park Dog Park,Chicago Park District,,43rd/Cottage Grove,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-055:2024:2:2
annual-report,Mahogany Shops Lofts 47 - Phase I,,,43rd/Cottage Grove,,,0,,0,2024,Completed Project,,,annual-report:T-T-055:2024:5:1
annual-report,Retail Thrive - 43rd Cottage Grove,,,43rd/Cottage Grove,,,0,,0,2024,Completed Project (Retail Thrive Program),,,annual-report:T-T-055:2024:7:1
annual-report,SBIF - 43rd Cottage Grove,,,43rd/Cottage Grove,,,4000000,,8000000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-055:2024:4:1
annual-report,TIFWorks - 43rd/Cottage Grove,TIFWorks - 43rd Cottage Grove,,43rd/Cottage Grove,,,28480,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-055:2024:6:1
annual-report,Auburn Gresham Apartments LP,,,79th Street Corridor,,,18000000,,30128370,2024,Active Project,,,annual-report:T-T-056:2024:3:1
annual-report,Greater Auburn Gresham,,,79th Street Corridor,,,2100000,,13806344,2024,Active Project,,,annual-report:T-T-056:2024:4:1
annual-report,SBIF - 79th St Corridor,,,79th Street Corridor,,,1500000,,3000000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-056:2024:1:1
annual-report,TIFWorks - 79th St Corridor,,,79th Street Corridor,,,10139,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-056:2024:2:1
annual-report,Vacant Bldg Purch Rehab MF Prog -79th Street Corridor,,,79th Street Corridor,,,1000000,,0,2024,Active Project (Vacant Bldg Purchase Rehab Program),,,annual-report:T-T-056:2024:5:1
annual-report,Yellow Banana,,,79th Street Corridor,,,2647500,,12952352,2024,Active Project,,,annual-report:T-T-056:2024:6:1
annual-report,IGA - CBE - Shurz HS - Aquaponics,Chicago Board of Education,,Portage Park,,,0,,0,2024,Completed Project (Chicago Board of Education),,,annual-report:T-T-058:2024:1:1
annual-report,IGA - CBE - Shurz HS - BAS,Chicago Board of Education,,Portage Park,,,0,,0,2024,Completed Project (Chicago Board of Education),,,annual-report:T-T-058:2024:2:1
annual-report,Jeffery Plaza,,,71st/Stony Island,,,0,,0,2024,Completed Project,,,annual-report:T-T-060:2024:3:1
annual-report,Montclare Sr - Avalon Park - Phase I,Montclare Senior Residence of Avalon Park - Phase I,,71st/Stony Island,,,0,,0,2024,Completed Project,,,annual-report:T-T-060:2024:2:1
annual-report,SBIF - 71st Stony Island,,,71st/Stony Island,,,1850000,,3700000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-060:2024:5:1
annual-report,Starbuck's - Stony Island,Starbucks (BMG Stony Island),,71st/Stony Island,,,0,,0,2024,Completed Project,,,annual-report:T-T-060:2024:1:1
annual-report,TIFWorks - 71st Stony Island,,,71st/Stony Island,,,373772,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-060:2024:4:1
annual-report,Yellow Banana,,,71st/Stony Island,,,2560000,,12952352,2024,Active Project,,,annual-report:T-T-060:2024:6:1
annual-report,IGA - CPD - Dog Park,Chicago Park District,,Bronzeville,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-061:2024:3:1
annual-report,IGA - CPD - Park 0267 - Dunbar,Chicago Park District,,Bronzeville,,,0,,0,2024,Active Project (Chicago Park District),,,annual-report:T-T-061:2024:1:1
annual-report,IGA- CPD- Williams Park,Chicago Park District,,Bronzeville,,,0,,0,2024,Active Project (Chicago Park District),,,annual-report:T-T-061:2024:2:1
annual-report,NIF - Bronzeville I,NIF - Bronzeville,,Bronzeville,,,1000000,,2000000,2024,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-061:2024:1:2
annual-report,NIF - Bronzeville II,,,Bronzeville,,,1000000,,2000000,2024,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-061:2024:6:1
annual-report,Pershing Courts,Pershing Court,,Bronzeville,,,0,,0,2024,Completed Project,,,annual-report:T-T-061:2024:2:2
annual-report,Quad Communities Arts & Rec Center,Quad Communities,,Bronzeville,,,0,,0,2024,Completed Project,,,annual-report:T-T-061:2024:4:1
annual-report,Renaissance Apartments (Wabash Y),,,Bronzeville,,,5313737,,9245706,2024,Active Project,,,annual-report:T-T-061:2024:8:1
annual-report,S Park Plaza - Prairie Courts,South Park Plaza,,Bronzeville,,,0,,0,2024,Completed Project,,,annual-report:T-T-061:2024:3:2
annual-report,SBIF - Bronzeville,,,Bronzeville,,,1850000,,3700000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-061:2024:5:1
annual-report,TIFWorks - Bronzeville,,,Bronzeville,,,460796,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-061:2024:7:1
annual-report,BJ Wright Preservation LP,,,Roosevelt/Racine,,,4000000,,82176182,2024,Active Project,,,annual-report:T-T-062:2024:2:1
annual-report,IGA - CPD Addams Medill Park,Chicago Park District,,Roosevelt/Racine,,,0,,0,2024,Active Project (Chicago Park District),,,annual-report:T-T-062:2024:3:1
annual-report,IGA - CPD Fosco Park,Chicago Park District,,Roosevelt/Racine,,,0,,0,2024,Active Project (Chicago Park District),,,annual-report:T-T-062:2024:4:1
annual-report,Roosevelt Sq - ABLA - 1,"Roosevelt Square, Phase I",,Roosevelt/Racine,,,0,,0,2024,Completed Project,,,annual-report:T-T-062:2024:1:1
annual-report,Roosevelt Taylor,Roosevelt Square 3B,,Roosevelt/Racine,,,17000000,,155741714,2024,Active Project,,,annual-report:T-T-062:2024:3:2
annual-report,Taylor Street Library & Apartments,,,Roosevelt/Racine,,,0,,0,2024,Completed Project,,,annual-report:T-T-062:2024:4:2
annual-report,550 W Adams - USG,USG Corporate Headquarters,,Canal/Congress,,,0,,0,2024,Completed Project,,,annual-report:T-T-063:2024:4:1
annual-report,550 W. Jackson,550 W. Jackson Building,,Canal/Congress,,,0,,0,2024,Completed Project,,,annual-report:T-T-063:2024:3:1
annual-report,Hillshire Brands (Sara Lee),,,Canal/Congress,,,0,,0,2024,Completed Project,,,annual-report:T-T-063:2024:5:1
annual-report,IGA - CPD - Park 0537 - Heritage Green I,Chicago Park District,,Canal/Congress,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-063:2024:1:1
annual-report,Quaker Oats,Monroe/Clinton LLC,,Canal/Congress,,,0,,0,2024,Completed Project,,,annual-report:T-T-063:2024:1:2
annual-report,TIFWorks - Canal Congress,,,Canal/Congress,,,22539,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-063:2024:6:1
annual-report,Union Station Health Club,"US Fitness, L.L.C.",,Canal/Congress,,,0,,0,2024,Completed Project,,,annual-report:T-T-063:2024:2:1
annual-report,Brach's - 401 N Cicero,Brachs,,Northwest Industrial Corridor,,,0,,0,2024,Completed Project,,,annual-report:T-T-064:2024:4:1
annual-report,Home Depot - NW Industr,"Home Depot USA, Inc - NWIC",,Northwest Industrial Corridor,,,0,,0,2024,Completed Project,,,annual-report:T-T-064:2024:3:1
annual-report,IGA - CBE - Lloyd E.S. - Athletic Field,Chicago Board of Education,,Northwest Industrial Corridor,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-064:2024:1:1
annual-report,IGA - CPD - Park 0132 - Greenbaum,Chicago Park District,,Northwest Industrial Corridor,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-064:2024:2:1
annual-report,IGA - CPD - Park 0407 - Orr,Chicago Park District,,Northwest Industrial Corridor,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-064:2024:3:2
annual-report,Industrial Growth Zone- Northwest,,,Northwest Industrial Corridor,,,0,,0,2024,Completed Project (Industrial Growth Zone Program),,,annual-report:T-T-064:2024:6:1
annual-report,Merlin Coke,Coke/Merlin,,Northwest Industrial Corridor,,,0,,0,2024,Completed Project,,,annual-report:T-T-064:2024:2:2
annual-report,SBIF - NW Industr Corridor,,,Northwest Industrial Corridor,,,9500000,,19000000,2024,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-064:2024:1:2
annual-report,TIFWorks - Northwest Industr Corridor,,,Northwest Industrial Corridor,,,4691438.46,,0,2024,Active Project (TIF Works Program),,,annual-report:T-T-064:2024:5:1
annual-report,IGA - CBE - ADA - Fiske,Chicago Board of Education,,Woodlawn,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-065:2024:1:1
annual-report,IGA - CBE - Wadsworth,Chicago Board of Education,,Woodlawn,,,0,,0,2024,Active Project (Chicago Board of Education),,,annual-report:T-T-065:2024:3:1
annual-report,IGA - CPD - Harris Park,Chicago Park District,,Woodlawn,,,0,,0,2024,Completed Project (Chicago Park District),,,annual-report:T-T-065:2024:2:1
