dataset,project_name,recipient_or_developer,address,tif_district,ward_or_area,authorized_tif_assistance,city_reported_expenditure,total_project_cost,announced_private_leverage,approval_or_report_year,status_text,lat,lng,source_row_id
annual-report,SBIF - Roseland Michigan,,,Roseland/Michigan,,,500000,,1000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-113:2017:1:1
annual-report,Hancock House Sr Apts,Hancock House Sr. Apts,,119th/Halsted,,,0,,0,2017,Completed Project,,,annual-report:T-T-114:2017:3:1
annual-report,Kennedy Jordan Manor,,,119th/Halsted,,,0,,0,2017,Completed Project,,,annual-report:T-T-114:2017:4:1
annual-report,Maple Park Marketplace,Preferred Halsted LLC,,119th/Halsted,,,1000000,,10106195.74,2017,Active Project,,,annual-report:T-T-114:2017:6:1
annual-report,NIF - 119th Halsted,,,119th/Halsted,,,1500000,,3000000,2017,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-114:2017:2:1
annual-report,Retail Thrive - 119th Halsted,,,119th/Halsted,,,250000,,500000,2017,Active Project (Retail Thrive Program),,,annual-report:T-T-114:2017:5:1
annual-report,SBIF - 119th Halsted,,,119th/Halsted,,,750000,,1500000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-114:2017:1:1
annual-report,Breakthrough Urban Ministries - I,Breakthrough Urban Ministries,,Chicago/Central Park,,,0,,0,2017,Completed Project,,,annual-report:T-T-115:2017:4:1
annual-report,Breakthrough Urban Ministries - II,,,Chicago/Central Park,,,0,,0,2017,Completed Project,,,annual-report:T-T-115:2017:7:1
annual-report,IGA - CBE - ADA - Ryerson,Chicago Board of Education,,Chicago/Central Park,,,750000,,750000,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-115:2017:4:2
annual-report,IGA - CBE - Westinghouse - HS - I,Chicago Board of Education,,Chicago/Central Park,,,53750000,,6212250,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-115:2017:1:1
annual-report,IGA - CBE - Westinghouse - HS - II,Chicago Board of Education,,Chicago/Central Park,,,16412500,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-115:2017:2:1
annual-report,IGA - CBE - Westinghouse - HS - III,Chicago Board of Education,,Chicago/Central Park,,,32920000,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-115:2017:3:1
annual-report,NIF - Chicago Central Park,,,Chicago/Central Park,,,3500000,,7000000,2017,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-115:2017:1:2
annual-report,NMA,Nelson Mandela Apartments,,Chicago/Central Park,,,2116873,,6927411,2017,Active Project,,,annual-report:T-T-115:2017:10:1
annual-report,Retail Thrive - Chicago Central Park,,,Chicago/Central Park,,,1250000,,2500000,2017,Active Project (Retail Thrive Program),,,annual-report:T-T-115:2017:9:1
annual-report,Rosa Parks Apts,,,Chicago/Central Park,,,3581870,,23565314,2017,Active Project,,,annual-report:T-T-115:2017:3:2
annual-report,SBIF - Chicago Central Park,,,Chicago/Central Park,,,2100000,,4200000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-115:2017:2:2
annual-report,The Children's Place Association,,,Chicago/Central Park,,,0,,0,2017,Completed Project,,,annual-report:T-T-115:2017:8:1
annual-report,TIFWorks - Chicago Central Park,,,Chicago/Central Park,,,175000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-115:2017:6:1
annual-report,Vacant Bldg Purch Rehab SF Prog - Chicago Central Park,,,Chicago/Central Park,,,1000000,,0,2017,Active Project (Vacant Bldg Purchase Rehab Program),,,annual-report:T-T-115:2017:5:1
annual-report,IGA - CPD - (Eugene Field),Chicago Park District,,Lawrence/Pulaski,,,0,,0,2017,Active Project (Chicago Park District),,,annual-report:T-T-116:2017:2:1
annual-report,IGA - CPD - Park 0040 - Gompers - I,Chicago Park District,,Lawrence/Pulaski,,,0,,0,2017,Completed Project (Chicago Park District),,,annual-report:T-T-116:2017:3:1
annual-report,SBIF - Lawrence Pulaski,,,Lawrence/Pulaski,,,1750000,,3500000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-116:2017:1:1
annual-report,Thai Town Center,,,Lawrence/Pulaski,,,1506306,,1859424,2017,Active Project,,,annual-report:T-T-116:2017:2:2
annual-report,TIFWorks - Lawrence Pulaski,,,Lawrence/Pulaski,,,200000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-116:2017:3:2
annual-report,Bishop Plaza,,,47th/Ashland,,,2200000,,8040542,2017,Active Project,,,annual-report:T-T-117:2017:2:1
annual-report,Glazier - Cardinal - 52nd Ashland,Cardinal Limited Partnership/Glazier Corp.,,47th/Ashland,,,301298,,1349902,2017,Active Project,,,annual-report:T-T-117:2017:1:1
annual-report,Goldblatt's Sr Living,,,47th/Ashland,,,2900000,,31020989,2017,Active Project,,,annual-report:T-T-117:2017:5:1
annual-report,IGA - CBE - ADA - Seward,Chicago Board of Education,,47th/Ashland,,,1500000,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-117:2017:1:2
annual-report,Park Federal Savings Bank,,,47th/Ashland,,,850000,,4152670,2017,Active Project,,,annual-report:T-T-117:2017:4:1
annual-report,Retail Thrive - 47th Ashland,,,47th/Ashland,,,1250000,,2500000,2017,Active Project (Retail Thrive Program),,,annual-report:T-T-117:2017:6:1
annual-report,SBIF - 47th Ashland,,,47th/Ashland,,,1500000,,3000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-117:2017:3:1
annual-report,Bronzeville Artist Lofts,,,47th/King Drive,,,0,,0,2017,Completed Project,,,annual-report:T-T-118:2017:5:1
annual-report,Cuisine Diaspora,,,47th/King Drive,,,3000000,,5397146,2017,Active Project,,,annual-report:T-T-118:2017:3:1
annual-report,Educare Family Center,,,47th/King Drive,,,0,,0,2017,Completed Project,,,annual-report:T-T-118:2017:4:1
annual-report,IGA - CBE - ADA - Mollison,Chicago Board of Education,,47th/King Drive,,,750000,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-118:2017:1:1
annual-report,IGA - CPD - (Hadiya Pendelton Park),Chicago Park District,,47th/King Drive,,,0,,0,2017,Active Project (Chicago Park District),,,annual-report:T-T-118:2017:2:1
annual-report,Legends South C-3,,,47th/King Drive,,,0,,0,2017,Completed Project,,,annual-report:T-T-118:2017:9:1
annual-report,NIF - 47th King,,,47th/King Drive,,,2000000,,4000000,2017,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-118:2017:2:2
annual-report,Paul G Stewart III,,,47th/King Drive,,,4299179,,33718414,2017,Active Project,,,annual-report:T-T-118:2017:10:1
annual-report,Retail Thrive - 47th King Drive,,,47th/King Drive,,,500000,,1000000,2017,Active Project (Retail Thrive Program),,,annual-report:T-T-118:2017:7:1
annual-report,Rosenwald Apts,,,47th/King Drive,,,25000000,,85168276,2017,Active Project,,,annual-report:T-T-118:2017:6:1
annual-report,SBIF - 47th King,,,47th/King Drive,,,1500000,,3000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-118:2017:1:2
annual-report,TIFWorks - 47th/King,,,47th/King Drive,,,353500,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-118:2017:8:1
annual-report,Lake Park Crescent - Phase I - For Sale,"Lake Park Crescent (Lakefront Associates l, LLC)",,Lakefront,,,4900000,,24142000,2017,Active Project,,,annual-report:T-T-119:2017:2:1
annual-report,Lake Park Crescent - Phase I - Rental,Lake Park Crescent Associates I Limited Partnership,,Lakefront,,,1700000,,36480097,2017,Active Project,,,annual-report:T-T-119:2017:1:1
annual-report,IGA - CBE - Hope College Prep,Chicago Board of Education,,47th/Halsted,,,0,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-121:2017:3:1
annual-report,IGA - CPD - Park 1025 - Taylor Lauridsen - I,Chicago Park District,,47th/Halsted,,,0,,0,2017,Completed Project (Chicago Park District),,,annual-report:T-T-121:2017:2:1
annual-report,NIF - 47th Halsted,,,47th/Halsted,,,2000000,,4000000,2017,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-121:2017:1:1
annual-report,SBIF - 47th Halsted,,,47th/Halsted,,,500000,,1000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-121:2017:2:2
annual-report,Jazz on the Blvd,Jazz on the Boulevard,,Drexel Boulevard,,,0,,0,2017,Completed Project,,,annual-report:T-T-122:2017:1:1
annual-report,Retail Thrive - Avalon Park South Shore,,,Avalon Park/South Shore,,,1000000,,2000000,2017,Active Project (Retail Thrive Program),,,annual-report:T-T-123:2017:1:1
annual-report,SBIF - Avalon Park,,,Avalon Park/South Shore,,,800000,,1600000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-123:2017:1:2
annual-report,TIFWorks - Avalon Park South Shore,,,Avalon Park/South Shore,,,125000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-123:2017:2:1
annual-report,Midway Village - Sr Affordable,Midway Village,,67th/Cicero,,,2750000,,15350392,2017,Active Project,,,annual-report:T-T-124:2017:1:1
annual-report,IGA - CPD - Park 0373 - Blackwelder,Chicago Park District,,119th/I-57,,,0,,0,2017,Completed Project (Chicago Park District),,,annual-report:T-T-125:2017:1:1
annual-report,Marshfield Plaza,,,119th/I-57,,,26600000,,189483119,2017,Active Project,,,annual-report:T-T-125:2017:4:1
annual-report,NIF - 119th I-57,,,119th/I-57,,,2000000,,4000000,2017,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-125:2017:1:2
annual-report,Renaissance Estates,JTA Developers Renaissance Estates,,119th/I-57,,,3600000,,14811668,2017,Active Project,,,annual-report:T-T-125:2017:2:1
annual-report,SBIF - 119th I-57,,,119th/I-57,,,1000000,,2000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-125:2017:3:1
annual-report,TIFWorks - 119th/I-57,,,119th/I-57,,,10000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-125:2017:5:1
annual-report,Madden Wells - 1-A - For Sale - Arches,The Arches at Oakwood Shores,,Madden/Wells,,,4627237,,40561796,2017,Active Project,,,annual-report:T-T-126:2017:2:1
annual-report,Madden Wells - 1-A - Rental,Madden Wells Phase 1-A (rental),,Madden/Wells,,,4800000,,31280770,2017,Active Project,,,annual-report:T-T-126:2017:1:1
annual-report,Madden Wells - 1-B - Rental,Madden Wells Phase 1-B (rental),,Madden/Wells,,,3021000,,36126230,2017,Active Project,,,annual-report:T-T-126:2017:3:1
annual-report,Madden Wells - 2-A - Rental,Oakwood Shores Phase 2 Rental,,Madden/Wells,,,2900000,,54669913,2017,Active Project,,,annual-report:T-T-126:2017:4:1
annual-report,Madden Wells - 2-C - Rental Retail,,,Madden/Wells,,,2100000,,20948393,2017,Active Project,,,annual-report:T-T-126:2017:5:1
annual-report,Retail Thrive - 87th Cottage Grove,,,87th/Cottage Grove,,,625000,,1250000,2017,Active Project (Retail Thrive Program),,,annual-report:T-T-127:2017:2:1
annual-report,SBIF - 87th Cottage Grove,,,87th/Cottage Grove,,,1500000,,3000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-127:2017:1:1
annual-report,Industrial Growth Zone- Commercial Avenue,,,Commercial Avenue,,,3500000,,0,2017,Active Project (Industrial Growth Zone Program),,,annual-report:T-T-128:2017:4:1
annual-report,NIF - Commercial Ave,,,Commercial Avenue,,,500000,,1000000,2017,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-128:2017:2:1
annual-report,SBIF - Commercial Ave,,,Commercial Avenue,,,2000000,,4000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-128:2017:1:1
annual-report,TIFWorks - Commercial Ave,,,Commercial Avenue,,,175000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-128:2017:3:1
annual-report,Brickyard,"W9/MLM Real Estate Limited Partnership & W9/MLM Brickyard, LLC",,Diversey/Narragansett,,,26500000,,83459532,2017,Active Project,,,annual-report:T-T-129:2017:1:1
annual-report,IGA - CPD - Park 0123 - Riis,Chicago Park District,,Diversey/Narragansett,,,0,,0,2017,Completed Project (Chicago Park District),,,annual-report:T-T-129:2017:1:2
annual-report,TIFWorks - Diversey Narragansett,,,Diversey/Narragansett,,,75000,,0,2017,Active Project (TIF Works Program),,,annual-report:T-T-129:2017:2:1
annual-report,IIT Townsend,IIT,,35th/State,,,13400000,,38146364,2017,Active Project,,,annual-report:T-T-131:2017:2:1
annual-report,Stateway Gardens - Phase 1 - Park Blvd,Park Boulevard LLC,,35th/State,,,8390000,,62222816,2017,Active Project,,,annual-report:T-T-131:2017:1:1
annual-report,Stateway Gardens - Phase 2 - Park Blvd - II-B,,,35th/State,,,0,,0,2017,Completed Project,,,annual-report:T-T-131:2017:3:1
annual-report,Chatham Market,"W2005 CMK Realty, L.L.C.",,83rd/Stewart,,,24550000,,57383000,2017,Active Project,,,annual-report:T-T-133:2017:1:1
annual-report,Loyola U - Lakeshore,Loyola University,,Devon/Sheridan,,,20400000,,64600000,2017,Active Project,,,annual-report:T-T-134:2017:1:1
annual-report,NIF - Devon Sheridan,,,Devon/Sheridan,,,1000000,,2000000,2017,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-134:2017:3:1
annual-report,SBIF - Devon Sheridan,,,Devon/Sheridan,,,1000000,,2000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-134:2017:2:1
annual-report,UG2 - 1401-1405 W Devon,Uncommon Ground II,,Devon/Sheridan,,,0,,0,2017,Completed Project,,,annual-report:T-T-134:2017:4:1
annual-report,S & C Electric,,,Pratt/Ridge Industrial Park Conservation Area,,,39735000,,98415000,2017,Active Project,,,annual-report:T-T-135:2017:1:1
annual-report,SBIF - 47th State,,,47th/State,,,500000,,1000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-136:2017:2:1
annual-report,TRC Sr Village I,,,47th/State,,,0,,0,2017,Completed Project,,,annual-report:T-T-136:2017:1:1
annual-report,XS Tennis,XS Tennis Village,,47th/State,,,2943793,,9164457,2017,Active Project,,,annual-report:T-T-136:2017:3:1
annual-report,Food 4 Less,Food for Less,,69th/Ashland,,,0,,0,2017,Completed Project,,,annual-report:T-T-138:2017:1:1
annual-report,Glazier - Finch - 69th Ashland,Finch L.P.,,69th/Ashland,,,0,,0,2017,Completed Project,,,annual-report:T-T-138:2017:2:1
annual-report,SBIF - Ravenswood Corridor,,,Ravenswood Corridor,,,2750000,,5500000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-139:2017:1:1
annual-report,Scottsdale Center,,,79th/Cicero,,,8100000,,22460817,2017,Active Project,,,annual-report:T-T-140:2017:1:1
annual-report,Mercy Hospital,,,26th/King Drive,,,60897431,,202254207,2017,Active Project,,,annual-report:T-T-141:2017:1:1
annual-report,Home Run Inn,CPMOK Properties,,Western/Rock Island,,,350000,,1206995,2017,Active Project,,,annual-report:T-T-142:2017:1:1
annual-report,IGA - CBE - Morgan Park HS,Chicago Board of Education,,Western/Rock Island,,,44000,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-142:2017:2:1
annual-report,IGA - CPD - Morgan Park-Beverly Sports Center,Chicago Park District,,Western/Rock Island,,,0,,0,2017,Active Project (Chicago Park District),,,annual-report:T-T-142:2017:1:2
annual-report,SBIF - Western Ave Rock Island,SBIF - Western Rock Island,,Western/Rock Island,,,1050000,,2100000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-142:2017:2:2
annual-report,IGA - CBE - Earle Elementary,Chicago Board of Education,,63rd/Ashland,,,0,,0,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-143:2017:3:1
annual-report,NIF - 63rd Ashland,,,63rd/Ashland,,,1000000,,2000000,2017,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-143:2017:2:1
annual-report,SBIF - 63rd Ashland,,,63rd/Ashland,,,750000,,1500000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-143:2017:1:1
annual-report,Loretto Hospital,Loretta Hospital,,Harrison/Central,,,7500000,,16452000,2017,Active Project,,,annual-report:T-T-144:2017:2:1
annual-report,NIF - Harrison Central,,,Harrison/Central,,,1750000,,3500000,2017,Active Project (Neighborhood Improvement Fund Program),,,annual-report:T-T-144:2017:1:1
annual-report,Comer Foundation,,,73rd/University,,,652796,,1507979,2017,Active Project,,,annual-report:T-T-145:2017:1:1
annual-report,IGA - CBE - Boone Clinton - ES,Chicago Board of Education,,Touhy/Western,,,7575000,,2034332,2017,Active Project (Chicago Board of Education),,,annual-report:T-T-146:2017:1:1
annual-report,SBIF - Touhy Western,,,Touhy/Western,,,1000000,,2000000,2017,Active Project (Small Business Improvement Fund Program),,,annual-report:T-T-146:2017:1:2
annual-report,Accretive Health,,,LaSalle Central,,,0,,0,2017,Completed Project,,,annual-report:T-T-147:2017:6:1
annual-report,DeVry Office,,,LaSalle Central,,,0,,0,2017,Completed Project,,,annual-report:T-T-147:2017:9:1
annual-report,IGA - CTA - Quincy Station,Chicago Transit Authority,,LaSalle Central,,,0,,0,2017,Active Project (Chicago Transit Authority),,,annual-report:T-T-147:2017:1:1
annual-report,JMC Steel Group HQ,,,LaSalle Central,,,840029,,3301311.73,2017,Active Project,,,annual-report:T-T-147:2017:8:1
annual-report,Lyric Opera Building,,,LaSalle Central,,,0,,0,2017,Completed Project,,,annual-report:T-T-147:2017:5:1
annual-report,MillerCoors,MillerCoors - 250 S. Wacker,,LaSalle Central,,,0,,0,2017,Completed Project,,,annual-report:T-T-147:2017:4:1
annual-report,NAVTEQ,,,LaSalle Central,,,5000000,,23583483,2017,Active Project,,,annual-report:T-T-147:2017:3:1
annual-report,Riverside Park - II,,,LaSalle Central,,,29500000,,11765398,2017,Active Project,,,annual-report:T-T-147:2017:7:1
