program,activity_id,activity_name,address,funding_amount,national_objective,activity_group,status_text,completion_date,lat,lng
cdbg,2938,Senior Services,"1751 W 47th St, Chicago, IL 60609",29999.84,,Public Services,,2001-12-31,41.808438,-87.668939
cdbg,2944,Employment Training,"2011 W Pershing Rd, Chicago, IL 60609",100000.00,,Public Services,,2001-12-31,41.822992,-87.676531
cdbg,2947,Youth Services,"2345 W North Ave, Chicago, IL 60647",44023.68,,Public Services,,2001-12-31,41.910181,-87.686468
cdbg,2948,Youth Services,"9718 S Halsted St, Chicago, IL 60628",47815.41,,Public Services,,2001-12-22,41.717302,-87.643418
cdbg,2949,"Other Public Services Not Listed in 05A-05Y, 03T","2320 S State St, Chicago, IL 60616",1701921.91,,Public Services,,2002-12-12,41.850712,-87.627278
cdbg,2950,"Other Public Services Not Listed in 05A-05Y, 03T","1530 W Morse Ave, Chicago, IL 60626",34907.50,,Public Services,,2003-02-10,42.008067,-87.668527
cdbg,2954,"Other Public Services Not Listed in 05A-05Y, 03T","3003 W Touhy Ave, Chicago, IL 60645",30000.00,,Public Services,,2003-02-10,42.011824,-87.704591
cdbg,2956,"Other Public Services Not Listed in 05A-05Y, 03T","4950 W Thomas St, Chicago, IL 60651",70873.30,,Public Services,,2003-02-10,41.900639,-87.750082
cdbg,2979,"Other Public Services Not Listed in 05A-05Y, 03T","2709 S Pulaski Rd, Chicago, IL 60623",26176.14,,Public Services,,2003-02-10,41.842257,-87.724263
cdbg,2980,Senior Services,"4340 S Lamon Ave, (AND 500 E 67TH STREET CHICAGO, IL 60637), Chicago, IL 60638",48291.57,,Public Services,,2003-12-31,41.813703,-87.744903
cdbg,2981,Senior Services,"4950 W Thomas St, Chicago, IL 60651",24085.72,,Public Services,,2001-12-31,41.900639,-87.750082
cdbg,2984,Youth Services,"1615 W Chicago Ave, Chicago, IL 60622",49313.50,,Public Services,,2005-12-31,41.89594,-87.667828
cdbg,2985,Employment Training,"755 W North Ave, Chicago, IL 60610",40351.00,,Public Services,,2003-12-31,41.910793,-87.647396
cdbg,2986,"Other Public Services Not Listed in 05A-05Y, 03T","3843 W Ogden Ave, Chicago, IL 60623",34999.30,,Public Services,,2003-02-10,41.852109,-87.72089
cdbg,2987,"Other Public Services Not Listed in 05A-05Y, 03T","302 E 132nd St, Chicago, IL 60827",35000.00,,Public Services,,2003-02-10,41.655749,-87.614295
cdbg,2989,"Other Public Services Not Listed in 05A-05Y, 03T","2102 W Monroe St, Chicago, IL 60612",1250.00,,Public Services,,2001-12-31,41.880145,-87.679091
cdbg,2990,Senior Services,"742 E Marquette Rd, Chicago, IL 60637",10000.00,,Public Services,,2001-12-31,41.775089,-87.606484
cdbg,2994,Employment Training,"4750 N Sheridan Rd Ste 249, Chicago, IL 60640",27688.90,,Public Services,,2003-12-31,41.968486,-87.655064
cdbg,2995,Employment Training,"310 W 24th Pl, Chicago, IL 60616",62355.63,,Public Services,,2003-12-31,41.848399,-87.635093
cdbg,2997,Senior Services,"321 S Plymouth Ct, Chicago, IL 60604",34290.81,,Public Services,,2001-12-31,41.877925,-87.628527
cdbg,3007,Senior Services,"1613 W Washington Blvd, Chicago, IL 60612",47357.07,,Public Services,,2001-12-31,41.883155,-87.667246
cdbg,3008,Senior Services,"8950 S Stony Island Ave, Chicago, IL 60617",22648.21,,Public Services,,2003-02-10,41.732358,-87.585788
cdbg,3009,Senior Services,"8458 S Mackinaw Ave, Chicago, IL 60617",48145.99,,Public Services,,2001-12-31,41.741891,-87.543128
cdbg,3013,Senior Services,"6214 N Glenwood Ave, Chicago, IL 60660",28793.11,,Public Services,,2001-12-31,41.995034,-87.665547
cdbg,3018,Health Services,"14 Lake St, Oak Park, IL 60302",51210.28,,Public Services,,2004-03-18,41.887914,-87.775463
cdbg,3019,"Other Public Services Not Listed in 05A-05Y, 03T","11 W Jackson Blvd, Chicago, IL 60604",84381.52,,Public Services,,2003-02-10,41.878038,-87.628074
cdbg,3020,"Other Public Services Not Listed in 05A-05Y, 03T","1818 S Paulina St, Chicago, IL 60608",34795.79,,Public Services,,2003-02-10,41.85727,-87.668862
cdbg,3023,"Other Public Services Not Listed in 05A-05Y, 03T","1360 W 79th St, Chicago, IL 60620",33566.40,,Public Services,,2003-02-10,41.750598,-87.657575
cdbg,3024,"Other Public Services Not Listed in 05A-05Y, 03T","5100 W Harrison St, Chicago, IL 60644",18000.00,,Public Services,,2001-12-31,41.873101,-87.753262
cdbg,3030,"Other Public Services Not Listed in 05A-05Y, 03T","3847 S Michigan Ave, Chicago, IL 60653",4616.55,,Public Services,,2003-02-14,41.825407,-87.622886
cdbg,3036,Services for The Disabled,"17 N State St, Chicago, IL 60602",251390.90,,Public Services,,2003-08-21,41.88227,-87.627517
cdbg,3037,"Other Public Services Not Listed in 05A-05Y, 03T","1632 N Milwaukee Ave, Chicago, IL 60647",5027.00,,Public Services,,2003-12-14,41.910869,-87.678551
cdbg,3039,Youth Services,"460 E 61st St, Chicago, IL 60637",13614.74,,Public Services,,2001-12-31,41.784067,-87.613646
cdbg,3041,"Other Public Services Not Listed in 05A-05Y, 03T","4600 N Magnolia Ave Ste C, Chicago, IL 60640",29767.94,,Public Services,,2003-02-10,41.96539,-87.66125
cdbg,3044,"Other Public Services Not Listed in 05A-05Y, 03T","47 W Polk St, Chicago, IL 60605",6290.00,,Public Services,,2003-02-14,41.872117,-87.629145
cdbg,3080,Services for The Disabled,"1640 W Roosevelt Rd, Chicago, IL 60608",207091.27,,Public Services,,2003-01-16,41.867085,-87.667899
cdbg,3082,Services for The Disabled,"17 N State St, Chicago, IL 60602",191895.80,,Public Services,,2003-08-29,41.88227,-87.627517
cdbg,3083,Services for The Disabled,"14 E Jackson Blvd, Chicago, IL 60604",73398.00,,Public Services,,2002-02-14,41.87839,-87.626929
cdbg,3087,Other Public Improvements Not Listed in 03A-03S,"1335 N California Ave, Chicago, IL 60622",40000.00,,Public Improvements,,2004-12-31,41.905761,-87.696706
cdbg,3089,Other Public Improvements Not Listed in 03A-03S,"1401 N California Ave, Chicago, IL 60622",45000.00,,Public Improvements,,2002-12-31,41.906597,-87.696721
cdbg,3090,Other Public Improvements Not Listed in 03A-03S,"3500 S State St, Chicago, IL 60609",4500.00,,Public Improvements,,2002-11-21,41.831016,-87.626837
cdbg,3091,Other Public Improvements Not Listed in 03A-03S,"2418 W Bloomingdale Ave, Chicago, IL 60647",48000.00,,Public Improvements,,2003-01-28,41.914158,-87.688087
cdbg,3092,Other Public Improvements Not Listed in 03A-03S,"7601 S Phillips Ave, Chicago, IL 60649",45000.00,,Public Improvements,,2002-12-31,41.757162,-87.56493
cdbg,3093,Other Public Improvements Not Listed in 03A-03S,"2345 W North Ave, Chicago, IL 60647",26565.00,,Public Improvements,,2004-12-31,41.910181,-87.686468
cdbg,3094,Other Public Improvements Not Listed in 03A-03S,"2345 W North Ave, Chicago, IL 60647",40000.00,,Public Improvements,,2002-12-31,41.910181,-87.686468
cdbg,3095,Other Public Improvements Not Listed in 03A-03S,"1624 W Grand Ave, Chicago, IL 60622",45000.00,,Public Improvements,,2003-08-08,41.89116,-87.667902
cdbg,3097,Other Public Improvements Not Listed in 03A-03S,"1949 N Humboldt Blvd, Chicago, IL 60647",45000.00,,Public Improvements,,2003-06-16,41.916862,-87.701444
cdbg,3101,Other Public Improvements Not Listed in 03A-03S,"2839 W Fillmore St, Chicago, IL 60612",40000.00,,Public Improvements,,2002-12-31,41.868192,-87.697316
cdbg,3102,Other Public Improvements Not Listed in 03A-03S,"571 W Jackson Blvd, Chicago, IL 60661",28000.00,,Public Improvements,,2003-06-16,41.877867,-87.64179
cdbg,3104,Other Public Improvements Not Listed in 03A-03S,"2452 W Division St, Chicago, IL 60622",50000.00,,Public Improvements,,2002-12-31,41.903187,-87.688638
cdbg,3105,Other Public Improvements Not Listed in 03A-03S,"1737 W 18th St, Chicago, IL 60608",35000.00,,Public Improvements,,2003-06-16,41.857593,-87.66978
cdbg,3106,Other Public Improvements Not Listed in 03A-03S,"705 W Garfield Blvd, Chicago, IL 60621",41000.00,,Public Improvements,,2004-12-31,41.793853,-87.643068
cdbg,3107,Other Public Improvements Not Listed in 03A-03S,"4750 N Sheridan Rd, Chicago, IL 60640",40000.00,,Public Improvements,,2003-06-16,41.968486,-87.655064
cdbg,3108,Other Public Improvements Not Listed in 03A-03S,"2157 W 19th St, Chicago, IL 60608",45000.00,,Public Improvements,,2002-11-21,41.855628,-87.679749
cdbg,3109,Other Public Improvements Not Listed in 03A-03S,"6050 N California Ave, Chicago, IL 60659",35000.00,,Public Improvements,,2003-08-08,41.991317,-87.699659
cdbg,3110,Other Public Improvements Not Listed in 03A-03S,"4356 S Union Ave, Chicago, IL 60609",50000.00,,Public Improvements,,2003-06-16,41.814835,-87.643476
cdbg,3144,"Other Public Services Not Listed in 05A-05Y, 03T","4946 N Sheridan Rd, Chicago, IL 60640",35000.00,,Public Services,,2003-02-10,41.972392,-87.655142
cdbg,3145,Other Public Improvements Not Listed in 03A-03S,"8701 S Bennett Ave, Chicago, IL 60617",45000.00,,Public Improvements,,2003-06-16,41.736728,-87.577928
cdbg,3149,ED Direct: Financial Assistance to For-Profit Businesses,"121 N La Salle St Rm 1000, Chicago, IL 60602",2935900.00,,Economic Development,,2003-12-31,41.883612,-87.632145
cdbg,3150,ED Direct: Financial Assistance to For-Profit Businesses,"121 N La Salle St Rm 1000, Chicago, IL 60602",4468049.16,,Economic Development,,2004-12-31,41.883612,-87.632145
cdbg,3152,Rehabilitation: Publicly or Privately Owned Commercial/Industrial,"121 N La Salle St Rm 1000, Chicago, IL 60602",302184.80,,Economic Development,,2003-12-31,41.883612,-87.632145
cdbg,3156,ED Direct: Financial Assistance to For-Profit Businesses,"121 N La Salle St Rm 1000, Chicago, IL 60602",424655.53,,Economic Development,,2005-12-31,41.883612,-87.632145
cdbg,3157,Other Commercial/Industrial Improvements,"121 N La Salle St Rm 1000, Chicago, IL 60602",1256516.67,,Economic Development,,2005-12-31,41.883612,-87.632145
cdbg,3158,Other Commercial/Industrial Improvements,"121 N La Salle St Rm 1000, Chicago, IL 60602",81317.84,,Economic Development,,2004-12-31,41.883612,-87.632145
cdbg,3159,Commercial/Industrial Land Acquisition/Disposition,"121 N La Salle St Rm 1000, Chicago, IL 60602",3042810.14,,Economic Development,,2005-12-31,41.883612,-87.632145
cdbg,3161,Commercial/Industrial Land Acquisition/Disposition,"121 N La Salle St, Chicago, IL 60602",1020171.24,,Economic Development,,2004-12-31,41.883612,-87.632145
cdbg,3164,"Other Public Services Not Listed in 05A-05Y, 03T","318 S Michigan Ave, Chicago, IL 60604",856239.18,,Public Services,,2005-12-31,41.878051,-87.624603
cdbg,3167,"Other Public Services Not Listed in 05A-05Y, 03T","318 S Michigan Ave, Chicago, IL 60604",2359383.56,,Public Services,,2004-03-24,41.878051,-87.624603
cdbg,3171,Rehabilitation: Multi-Unit Residential,"318 S Michigan Ave, Chicago, IL 60604",200000.00,,Housing,,2004-12-31,41.878051,-87.624603
cdbg,3178,"Other Public Services Not Listed in 05A-05Y, 03T","78 E Washington St, Chicago, IL 60602",388117.54,,Public Services,,2003-12-31,41.883405,-87.625137
cdbg,3192,Health Services,"333 S State St, Chicago, IL 60604",870751.43,,Public Services,,2005-12-31,41.877023,-87.627364
cdbg,3194,Health Services,"28 E 112th Pl, Chicago, IL 60628",2199825.56,,Public Services,,2005-12-31,41.690038,-87.621954
cdbg,3195,Health Services,"845 W Wilson Ave, Chicago, IL 60640",4154279.73,,Public Services,,2005-12-31,41.965344,-87.651702
cdbg,3196,Health Services,"333 S State St, Chicago, IL 60604",725091.95,,Public Services,,2005-12-31,41.877023,-87.627364
cdbg,3242,Services for The Disabled,"121 N La Salle St, Chicago, IL 60602",923734.97,,Public Services,,2005-12-31,41.883612,-87.632145
cdbg,3246,Services for The Disabled,"2102 W Ogden Ave, Chicago, IL 60612",183270.59,,Public Services,,2003-05-23,41.871249,-87.678593
cdbg,3247,Rehabilitation: Multi-Unit Residential,"121 N La Salle St, Chicago, IL 60602",29488.44,,Housing,,2003-03-24,41.883612,-87.632145
cdbg,3252,Child Care Centers/Facilities for Children,"1615 W Chicago Ave, Chicago, IL 60622",3500000.00,,Public Improvements,,2002-09-09,41.89594,-87.667828
cdbg,3259,Tree Planting,"30 N La Salle St, Chicago, IL 60602",300329.54,,Public Improvements,,2005-12-31,41.882676,-87.632594
cdbg,3288,"Other Public Services Not Listed in 05A-05Y, 03T","2435 N Western Ave, Chicago, IL 60647",153816.37,,Public Services,,2003-03-12,41.925723,-87.687369
cdbg,3289,"Other Public Services Not Listed in 05A-05Y, 03T","790 N Milwaukee Ave, Chicago, IL 60642",247653.19,,Public Services,,2003-02-28,41.896048,-87.655448
cdbg,3290,"Other Public Services Not Listed in 05A-05Y, 03T","1116 N Kedzie Ave, Chicago, IL 60651",177521.98,,Public Services,,2003-01-24,41.901272,-87.706995
cdbg,3291,"Other Public Services Not Listed in 05A-05Y, 03T","3942 W North Ave, Chicago, IL 60647",105335.73,,Public Services,,2003-03-12,41.910127,-87.725438
cdbg,3292,"Other Public Services Not Listed in 05A-05Y, 03T","3400 N Austin Ave, Chicago, IL 60634",27625.00,,Public Services,,2002-12-31,41.942583,-87.776572
cdbg,3293,"Other Public Services Not Listed in 05A-05Y, 03T","1671 N Claremont Ave, Chicago, IL 60647",94305.70,,Public Services,,2003-03-14,41.91226,-87.685801
cdbg,3294,"Other Public Services Not Listed in 05A-05Y, 03T","1347 W Erie St, Chicago, IL 60642",61500.78,,Public Services,,2003-03-12,41.89327,-87.661097
cdbg,3295,Employment Training,"1649 W Adams St, Chicago, IL 60612",100000.00,,Public Services,,2003-02-04,41.878728,-87.668189
cdbg,3296,Employment Training,"1850 W Roosevelt Rd, Chicago, IL 60608",27857.00,,Public Services,,2005-12-31,41.867061,-87.672459
cdbg,3297,Employment Training,"4622 S King Dr, Chicago, IL 60653",47500.00,,Public Services,,2003-02-06,41.810733,-87.61708
cdbg,3298,Employment Training,"310 W 24th Pl, Chicago, IL 60616",61750.00,,Public Services,,2002-12-31,41.848399,-87.635093
cdbg,3299,Employment Training,"2653 W Ogden Ave, Chicago, IL 60608",38117.22,,Public Services,,2003-03-12,41.862241,-87.692275
cdbg,3300,Employment Training,"122 S Desplaines St, Chicago, IL 60661",50000.00,,Public Services,,2002-12-31,41.879872,-87.644258
cdbg,3301,Employment Training,"2101 S Kedzie Ave, Chicago, IL 60623",76760.00,,Public Services,,2003-03-12,41.853605,-87.705067
cdbg,3302,Employment Training,"790 N Milwaukee Ave, Chicago, IL 60642",70000.00,,Public Services,,2003-02-04,41.896048,-87.655448
cdbg,3303,Employment Training,"1800 W Larchmont Ave, Chicago, IL 60613",25000.00,,Public Services,,2002-12-31,41.953467,-87.674176
cdbg,3304,Employment Training,"1016 W Argyle St, Chicago, IL 60640",35020.00,,Public Services,,2004-12-16,41.973426,-87.655642
cdbg,3305,Employment Training,"1 N La Salle St, 12TH FLOOR, Chicago, IL 60602",170000.00,,Public Services,,2002-12-31,41.881976,-87.632149
cdbg,3306,Employment Training,"2011 W Pershing Rd, Chicago, IL 60609",100000.00,,Public Services,,2005-12-31,41.822992,-87.676531
cdbg,3307,Employment Training,"4750 N Sheridan Rd Ste 249, Chicago, IL 60640",30000.00,,Public Services,,2003-02-06,41.968486,-87.655064
cdbg,3308,Employment Training,"1 S Franklin St Ste 2, Chicago, IL 60606",70000.00,,Public Services,,2003-02-06,41.881795,-87.635093
cdbg,3309,Employment Training,"2570 S Blue Island Ave, Chicago, IL 60608",36914.00,,Public Services,,2002-12-31,41.845511,-87.68423
cdbg,3310,Employment Training,"5252 N Broadway St, Chicago, IL 60640",43051.00,,Public Services,,2004-12-16,41.977217,-87.660144
cdbg,3311,Employment Training,"3403 W Lawrence Ave, Chicago, IL 60625",68868.00,,Public Services,,2003-01-24,41.968238,-87.713456
cdbg,3312,Employment Training,"130 E Randolph St Ste 2600, Chicago, IL 60601",74994.22,,Public Services,,2002-12-31,41.884635,-87.623562
cdbg,3313,Employment Training,"50 E Washington St, Chicago, IL 60602",50000.00,,Public Services,,2003-03-12,41.88339,-87.626206
cdbg,3314,Employment Training,"10 S Riverside Plz, Chicago, IL 60606",44759.00,,Public Services,,2003-02-06,41.881727,-87.638898
cdbg,3315,Employment Training,"150 W 107th St, Chicago, IL 60628",66500.00,,Public Services,,2002-12-31,41.69998,-87.627621
cdbg,3316,Employment Training,"4946 N Sheridan Rd, Chicago, IL 60640",34841.00,,Public Services,,2003-03-12,41.972392,-87.655142
cdbg,3317,Employment Training,"3834 N Cicero Ave, Chicago, IL 60641",90000.00,,Public Services,,2003-01-24,41.950726,-87.747496
cdbg,3318,Employment Training,"2701 W 79th St, Chicago, IL 60652",25280.00,,Public Services,,2003-03-12,41.749768,-87.690199
cdbg,3319,Employment Training,"815 W Van Buren St Ste 415, Chicago, IL 60607",24552.00,,Public Services,,2002-12-31,41.876523,-87.647694
cdbg,3320,Employment Training,"122 S Desplaines St, Chicago, IL 60661",68400.00,,Public Services,,2003-04-08,41.879872,-87.644258
cdbg,3321,Employment Training,"790 N Milwaukee Ave, Chicago, IL 60642",62000.00,,Public Services,,2003-02-06,41.896048,-87.655448
cdbg,3322,Employment Training,"4345 W Division St, Chicago, IL 60651",40890.31,,Public Services,,2003-03-12,41.902394,-87.734786
cdbg,3323,Employment Training,"3003 W Touhy Ave, Chicago, IL 60645",69094.00,,Public Services,,2004-12-16,42.011824,-87.704591
cdbg,3324,Employment Training,"180 N Wabash Ave, Chicago, IL 60601",31689.00,,Public Services,,2002-12-31,41.885362,-87.626508
cdbg,3325,Employment Training,"1001 W Van Buren St, Chicago, IL 60607",53436.00,,Public Services,,2003-02-21,41.876452,-87.652468
cdbg,3326,Employment Training,"1347 W Erie St, Chicago, IL 60642",31384.00,,Public Services,,2003-03-12,41.89327,-87.661097
cdbg,3327,Employment Training,"755 W North Ave, Chicago, IL 60610",38232.00,,Public Services,,2003-02-06,41.910793,-87.647396
cdbg,3328,Employment Training,"1909 N Clifton Ave, Chicago, IL 60614",18995.00,,Public Services,,2005-12-31,41.915564,-87.658811
cdbg,3329,Employment Training,"3834 N Cicero Ave, Chicago, IL 60641",56000.00,,Public Services,,2002-12-31,41.950726,-87.747496
cdbg,3330,Employment Training,"4622 S King Dr, Chicago, IL 60653",45000.00,,Public Services,,2003-02-06,41.810733,-87.61708
cdbg,3331,Employment Training,"1255 W 63rd St, Chicago, IL 60636",30000.00,,Public Services,,2002-12-31,41.779429,-87.656296
cdbg,3332,Employment Training,"1116 N Kedzie Ave, Chicago, IL 60651",36911.00,,Public Services,,2003-02-06,41.901272,-87.706995
cdbg,3333,"Other Public Services Not Listed in 05A-05Y, 03T","1140 N Lamon Ave, Chicago, IL 60651",10000.00,,Public Services,,2003-03-14,41.902048,-87.748642
cdbg,3334,"Other Public Services Not Listed in 05A-05Y, 03T","1259 S Wabash Ave, Chicago, IL 60605",7500.00,,Public Services,,2005-12-21,41.866474,-87.625582
cdbg,3335,"Other Public Services Not Listed in 05A-05Y, 03T","3947 S Michigan Ave, Chicago, IL 60653",4993.20,,Public Services,,2003-01-24,41.822945,-87.622941
cdbg,3336,"Other Public Services Not Listed in 05A-05Y, 03T","7558 S South Chicago Ave, Chicago, IL 60619",20000.00,,Public Services,,2002-12-31,41.757039,-87.59373
cdbg,3337,"Other Public Services Not Listed in 05A-05Y, 03T","1419 W Blackhawk St, Chicago, IL 60642",9800.00,,Public Services,,2002-12-31,41.906884,-87.663421
cdbg,3338,"Other Public Services Not Listed in 05A-05Y, 03T","4300 N California Ave, Chicago, IL 60618",6300.00,,Public Services,,2003-02-04,41.959447,-87.698613
cdbg,3339,"Other Public Services Not Listed in 05A-05Y, 03T","47 W Polk St, Chicago, IL 60605",10000.00,,Public Services,,2003-05-02,41.872117,-87.629145
cdbg,3340,"Other Public Services Not Listed in 05A-05Y, 03T","1852 W 19th St, Chicago, IL 60608",20000.00,,Public Services,,2005-12-31,41.856048,-87.672321
cdbg,3341,"Other Public Services Not Listed in 05A-05Y, 03T","1632 N Milwaukee Ave, Chicago, IL 60647",7000.00,,Public Services,,2003-02-24,41.910869,-87.678551
cdbg,3342,"Other Public Services Not Listed in 05A-05Y, 03T","1817 E 71st St, Chicago, IL 60649",19999.50,,Public Services,,2003-02-24,41.765845,-87.580327
cdbg,3343,"Other Public Services Not Listed in 05A-05Y, 03T","1856 W Chicago Ave Ste 1, Chicago, IL 60622",8000.00,,Public Services,,2003-03-14,41.896163,-87.672836
cdbg,3344,"Other Public Services Not Listed in 05A-05Y, 03T","200 W Jackson Blvd Ste 300, Chicago, IL 60606",36000.00,,Public Services,,2003-02-28,41.878276,-87.63373
cdbg,3345,"Other Public Services Not Listed in 05A-05Y, 03T","65 E Wacker Pl Ste 820, Chicago, IL 60601",8000.00,,Public Services,,2003-02-24,41.886616,-87.625488
cdbg,3346,"Other Public Services Not Listed in 05A-05Y, 03T","626 W Jackson Blvd, Chicago, IL 60661",6000.00,,Public Services,,2003-03-26,41.878193,-87.642908
cdbg,3347,Health Services,"721 N La Salle Dr, Chicago, IL 60654",302630.34,,Public Services,,2005-12-31,41.895548,-87.632381
cdbg,3357,Youth Services,"4753 N Broadway St, Chicago, IL 60640",44110.93,,Public Services,,2005-12-31,41.968667,-87.659362
cdbg,3358,Youth Services,"8151 S Western Ave, Chicago, IL 60620",56009.09,,Public Services,,2005-12-31,41.745038,-87.682445
cdbg,3359,Youth Services,"7033 S Honore St, Chicago, IL 60636",63524.64,,Public Services,,2005-12-31,41.765552,-87.669697
cdbg,3360,Youth Services,"5467 S University Ave, Chicago, IL 60615",54567.43,,Public Services,,2005-12-31,41.796142,-87.597863
cdbg,3361,Youth Services,"2300 N Childrens Plz, Chicago, IL 60614",53700.00,,Public Services,,2003-03-14,41.924481,-87.64748
cdbg,3362,Youth Services,"14 E Jackson Blvd, Chicago, IL 60604",42858.28,,Public Services,,2005-12-31,41.87839,-87.626929
cdbg,3363,Youth Services,"1701 W Superior St, Chicago, IL 60622",65000.00,,Public Services,,2003-02-07,41.894964,-87.669722
cdbg,3364,Youth Services,"144 W 47th St, Chicago, IL 60609",47670.14,,Public Services,,2003-04-08,41.809423,-87.628496
cdbg,3365,Youth Services,"1919 W Cullerton St, Chicago, IL 60608",53910.37,,Public Services,,2003-03-12,41.854819,-87.673932
cdbg,3366,Youth Services,"3333 W Arthington St, Chicago, IL 60624",50000.00,,Public Services,,2003-03-26,41.869882,-87.709003
cdbg,3367,Youth Services,"4340 S Lamon Ave, Chicago, IL 60638",55961.40,,Public Services,,2005-12-31,41.813703,-87.744903
cdbg,3369,Youth Services,"640 W Irving Park Rd, Chicago, IL 60613",44504.96,,Public Services,,2003-02-04,41.954798,-87.646635
cdbg,3370,Youth Services,"2734 W Division St, Chicago, IL 60622",27400.00,,Public Services,,2003-02-21,41.903121,-87.695446
cdbg,3371,Youth Services,"2653 W Ogden Ave, Chicago, IL 60608",64579.28,,Public Services,,2003-03-14,41.862241,-87.692275
cdbg,3372,Youth Services,"743 S Sacramento Blvd, Chicago, IL 60612",56000.00,,Public Services,,2003-02-04,41.871639,-87.700747
cdbg,3373,Youth Services,"1130 S Michigan Ave, Chicago, IL 60605",49335.69,,Public Services,,2003-02-07,41.868949,-87.624428
cdbg,3374,Health Services,"3456 W Franklin Blvd, Chicago, IL 60624",73000.00,,Public Services,,2003-03-14,41.890407,-87.713052
cdbg,3375,Health Services,"6205 S Langley Ave, Chicago, IL 60637",60000.00,,Public Services,,2004-12-16,41.782056,-87.608199
cdbg,3376,Health Services,"1925 N Clybourn Ave Ste 401, Chicago, IL 60614",134000.00,,Public Services,,2005-12-31,41.916084,-87.656368
cdbg,3377,Health Services,"3320 W Armitage Ave, Chicago, IL 60647",27636.20,,Public Services,,2002-12-31,41.917525,-87.710606
cdbg,3379,Senior Services,"725 S Wells St Ste 1A, Chicago, IL 60607",49999.98,,Public Services,,2004-05-28,41.873042,-87.633375
cdbg,3380,Youth Services,"1800 S Lawndale Ave, Chicago, IL 60623",22755.81,,Public Services,,2003-03-14,41.85611,-87.717818
cdbg,3382,Senior Services,"1751 W 47th St, Chicago, IL 60609",54999.84,,Public Services,,2003-02-07,41.808438,-87.668939
cdbg,3383,Senior Services,"4950 W Thomas St, Chicago, IL 60651",24295.92,,Public Services,,2005-12-31,41.900639,-87.750082
cdbg,3384,Senior Services,"6044 N Broadway St, Chicago, IL 60660",24683.32,,Public Services,,2003-05-02,41.991909,-87.66057
cdbg,3385,Senior Services,"742 E Marquette Rd, Chicago, IL 60637",9799.80,,Public Services,,2003-02-04,41.775089,-87.606484
cdbg,3386,Senior Services,"7315 S Yale Ave, Chicago, IL 60621",11999.98,,Public Services,,2003-02-24,41.761507,-87.630699
cdbg,3387,Senior Services,"10 S Riverside Plz Ste 1700, Chicago, IL 60606",47892.12,,Public Services,,2003-03-12,41.881727,-87.638898
cdbg,3388,Senior Services,"1161 W 21st St, Chicago, IL 60608",975412.00,,Public Services,,2003-02-21,41.853682,-87.655485
cdbg,3389,Senior Services,"1530 W Morse Ave, Chicago, IL 60626",30000.00,,Public Services,,2003-02-21,42.008067,-87.668527
cdbg,3390,Senior Services,"1613 W Washington Blvd, Chicago, IL 60612",49613.18,,Public Services,,2003-02-24,41.883155,-87.667246
cdbg,3391,Senior Services,"321 S Plymouth Ct, Chicago, IL 60604",34514.98,,Public Services,,2003-02-04,41.877925,-87.628527
cdbg,3392,Senior Services,"8950 S Stony Island Ave, Chicago, IL 60617",20342.90,,Public Services,,2003-05-02,41.732358,-87.585788
cdbg,3393,Senior Services,"1420 W Granville Ave, Chicago, IL 60660",28124.60,,Public Services,,2003-02-25,41.994636,-87.665943
cdbg,3394,Senior Services,"3921 N Monticello Ave, Chicago, IL 60618",49999.84,,Public Services,,2003-02-25,41.952512,-87.718776
cdbg,3395,Senior Services,"5414B W Roosevelt Rd, Chicago, IL 60644",90620.64,,Public Services,,2003-12-31,41.865698,-87.760591
cdbg,3398,Services for The Disabled,"1850 W Roosevelt Rd, Chicago, IL 60608",58707.69,,Public Services,,2005-12-31,41.867061,-87.672459
cdbg,3399,Services for The Disabled,"6610 N Clark St, Chicago, IL 60626",319482.19,,Public Services,,2005-12-31,42.001976,-87.672229
cdbg,3400,Services for The Disabled,"1640 W Roosevelt Rd, Chicago, IL 60608",205556.90,,Public Services,,2005-12-31,41.867085,-87.667899
cdbg,3401,Services for The Disabled,"14 E Jackson Blvd Ste 902, Chicago, IL 60604",332631.84,,Public Services,,2005-12-31,41.87839,-87.626929
cdbg,3402,Services for The Disabled,"17 N State St, Chicago, IL 60602",240885.36,,Public Services,,2003-10-31,41.88227,-87.627517
cdbg,3404,"Other Public Services Not Listed in 05A-05Y, 03T","4501 S Tripp Ave, Chicago, IL 60632",1540480.00,,Public Services,,2002-12-31,41.811376,-87.729645
cdbg,3416,"Other Public Services Not Listed in 05A-05Y, 03T","3403 W Lawrence Ave, Chicago, IL 60625",40000.00,,Public Services,,2002-12-31,41.968238,-87.713456
cdbg,3420,"Other Public Services Not Listed in 05A-05Y, 03T","4952 W Thomas St, Chicago, IL 60651",31357.39,,Public Services,,2002-12-31,41.900636,-87.750179
cdbg,3424,"Other Public Services Not Listed in 05A-05Y, 03T","206 W Division St, Chicago, IL 60610",35000.00,,Public Services,,2002-12-31,41.904036,-87.634615
cdbg,3428,"Other Public Services Not Listed in 05A-05Y, 03T","6247 S Halsted St, Chicago, IL 60621",33574.64,,Public Services,,2002-12-31,41.780485,-87.644513
cdbg,3430,"Other Public Services Not Listed in 05A-05Y, 03T","4510 S Michigan Ave, Chicago, IL 60653",29841.64,,Public Services,,2002-12-31,41.812917,-87.623137
