program,activity_id,activity_name,address,funding_amount,national_objective,activity_group,status_text,completion_date,lat,lng
cdbg,679,Commercial/Industrial Land Acquisition/Disposition,"20 N Clark St Ste 2800, Chicago, IL 60602",1165932.22,,Economic Development,,2000-03-30,41.882525,-87.631107
cdbg,682,Commercial/Industrial Land Acquisition/Disposition,"20 N Clark St Ste 2800, Chicago, IL 60602",1056483.78,,Economic Development,,2000-03-30,41.882525,-87.631107
cdbg,684,Commercial/Industrial Land Acquisition/Disposition,"20 N Clark St Ste 2800, Chicago, IL 60602",55325.25,,Economic Development,,1999-12-20,41.882525,-87.631107
cdbg,719,Rehabilitation: Multi-Unit Residential,"121 N La Salle St Rm 1000, Chicago, IL 60602",151003.00,,Housing,,2004-12-31,41.883612,-87.632145
cdbg,728,Rehabilitation: Multi-Unit Residential,"318 S Michigan Ave, CHICAGO, ILLINOIS 60606, Chicago, IL 60604",528026.72,,Housing,,2003-02-19,41.878051,-87.624603
cdbg,761,Health Services,"200 E 115th St, Chicago, IL 60628",19476.49,,Public Services,,2000-04-03,41.685538,-87.618054
cdbg,766,Services for The Disabled,"2102 W Ogden Ave, MAYOR'S OFFICE FOR PEOPLE WITH DISABILITIES, Chicago, IL 60612",3696.29,,Public Services,,2000-04-03,41.871249,-87.678593
cdbg,768,Services for The Disabled,"2102 W Ogden Ave, Chicago, IL 60612",15713.02,,Public Services,,2000-04-03,41.871249,-87.678593
cdbg,786,Sidewalks,"30 N La Salle St Ste 200, Chicago, IL 60602",16190.76,,Public Improvements,,1999-10-07,41.882676,-87.632594
cdbg,788,Sidewalks,"30 N La Salle St Ste 200, Chicago, IL 60602",46053.25,,Public Improvements,,1999-03-27,41.882676,-87.632594
cdbg,790,Sidewalks,"30 N La Salle St Ste 200, Chicago, IL 60602",53688.06,,Public Improvements,,2000-04-03,41.882676,-87.632594
cdbg,791,Sidewalks,"30 N La Salle St Ste 200, Chicago, IL 60602",104967.06,,Public Improvements,,2000-04-26,41.882676,-87.632594
cdbg,792,Sidewalks,"30 N La Salle St, Chicago, IL 60602",361543.87,,Public Improvements,,2000-04-26,41.882676,-87.632594
cdbg,795,ED Direct: Financial Assistance to For-Profit Businesses,"820 W Belle Plaine Ave Apt 802, Chicago, IL 60613",46232.20,,Economic Development,,1999-03-27,41.957435,-87.650808
cdbg,799,Youth Services,"10420 S Halsted St, Chicago, IL 60628",11748.38,,Public Services,,1999-12-30,41.70473,-87.643056
cdbg,808,Employment Training,"180 N Wabash Ave, Chicago, IL 60601",35640.00,,Public Services,,1998-12-30,41.885362,-87.626508
cdbg,810,Health Services,"4150 S King Dr, Chicago, IL 60653",47867.20,,Public Services,,1999-08-20,41.819323,-87.617352
cdbg,815,Senior Services,"1161 W 21st St, Chicago, IL 60608",968970.24,,Public Services,,1999-08-10,41.853682,-87.655485
cdbg,816,"Other Public Services Not Listed in 05A-05Y, 03T","4529 S Tripp Ave, Chicago, IL 60632",603052.71,,Public Services,,2000-12-30,41.810808,-87.729626
cdbg,818,Youth Services,"222 S Riverside Plz Ste 2120, Chicago, IL 60606",36902.67,,Public Services,,1999-12-30,41.878397,-87.638068
cdbg,819,Youth Services,"5655 S University Ave, Chicago, IL 60637",34010.49,,Public Services,,1999-12-30,41.792293,-87.597856
cdbg,820,Youth Services,"625 W Jackson Blvd, Chicago, IL 60661",29511.07,,Public Services,,1999-12-30,41.877865,-87.642879
cdbg,821,Youth Services,"1507 E 53rd St, Chicago, IL 60615",30965.65,,Public Services,,2001-03-12,41.79941,-87.588985
cdbg,822,Youth Services,"625 W Jackson Blvd, Chicago, IL 60661",29228.13,,Public Services,,2000-08-23,41.877865,-87.642879
cdbg,823,Youth Services,"1541 E 65th St, Chicago, IL 60637",27899.71,,Public Services,,2000-12-30,41.776786,-87.587469
cdbg,825,Employment Training,"113 S Michigan Ave, Chicago, IL 60603",40750.00,,Public Services,,1998-12-30,41.88069,-87.624026
cdbg,826,Employment Training,"1579 N Milwaukee Ave, Chicago, IL 60622",152550.00,,Public Services,,1998-12-30,41.910238,-87.676897
cdbg,827,Employment Training,"1347 W Erie St, Chicago, IL 60642",28325.00,,Public Services,,1998-12-30,41.89327,-87.661097
cdbg,828,Employment Training,"1100 W Argyle St, Chicago, IL 60640",41500.00,,Public Services,,1998-12-30,41.97343,-87.657742
cdbg,834,Health Services,"2319 S Damen Ave, Chicago, IL 60608",46906.83,,Public Services,,1999-08-20,41.849709,-87.675586
cdbg,836,Youth Services,"6610 N Clark St, Chicago, IL 60626",59111.44,,Public Services,,1999-12-30,42.001976,-87.672229
cdbg,837,Services for The Disabled,"1807 W Sunnyside Ave Ste 1D, Chicago, IL 60640",52954.00,,Public Services,,1998-11-26,41.963189,-87.674753
cdbg,845,Services for The Disabled,"18 S Michigan Ave, Chicago, IL 60603",46407.26,,Public Services,,1998-12-30,41.881874,-87.624678
cdbg,861,"Other Public Services Not Listed in 05A-05Y, 03T","626 W Jackson Blvd, Chicago, IL 60661",8000.00,,Public Services,,1999-11-12,41.878193,-87.642908
cdbg,917,Other Commercial/Industrial Improvements,"121 N La Salle St, ROOM 1006, Chicago, IL 60602",23875.63,,Economic Development,,1999-12-31,41.883612,-87.632145
cdbg,919,Other Commercial/Industrial Improvements,"121 N La Salle St, ROOM 1006, Chicago, IL 60602",49807.06,,Economic Development,,1999-12-31,41.883612,-87.632145
cdbg,967,Other Public Improvements Not Listed in 03A-03S,"820 N Orleans St, Chicago, IL 60610",50000.00,,Public Improvements,,1999-12-31,41.897771,-87.637423
cdbg,987,Senior Services,"8704 S Constance Ave, Chicago, IL 60617",7323.67,,Public Services,,1999-04-07,41.736696,-87.579574
cdbg,989,Services for The Disabled,"1850 W Roosevelt Rd, Chicago, IL 60608",9326.67,,Public Services,,1999-04-07,41.867061,-87.672459
cdbg,990,Services for The Disabled,"6610 N Clark St, Chicago, IL 60626",39666.68,,Public Services,,1999-04-07,42.001976,-87.672229
cdbg,991,Services for The Disabled,"1640 W Roosevelt Rd, Chicago, IL 60608",46064.34,,Public Services,,1999-04-07,41.867085,-87.667899
cdbg,992,Services for The Disabled,"14 E Jackson Blvd, Chicago, IL 60604",28116.10,,Public Services,,1999-04-07,41.87839,-87.626929
cdbg,993,Services for The Disabled,"17 N State St, Chicago, IL 60602",31754.05,,Public Services,,1999-04-07,41.88227,-87.627517
cdbg,1070,Employment Training,"2150 W North Ave, Chicago, IL 60647",48944.00,,Public Services,,2000-12-30,41.910592,-87.681148
cdbg,1071,Other Public Improvements Not Listed in 03A-03S,"1845 N Milwaukee Ave, CHICAGO, ILLINOIS 60647, Chicago, IL 60647",45000.00,,Public Improvements,,2002-11-21,41.915088,-87.684374
cdbg,1200,Health Services,"11200 S State St, Chicago, IL 60628",3974.34,,Public Services,,1999-04-08,41.690765,-87.623274
cdbg,1201,Health Services,"9 S Kedzie Ave, Chicago, IL 60612",4394.19,,Public Services,,1999-04-08,41.880892,-87.705922
cdbg,1202,Health Services,"4909 W Division St, Chicago, IL 60651",11161.18,,Public Services,,1999-04-08,41.902184,-87.748645
cdbg,1203,Health Services,"825 W Wellington Ave, Chicago, IL 60657",15552.00,,Public Services,,1999-04-08,41.936217,-87.650051
cdbg,1205,Senior Services,"1161 W 21st St, Chicago, IL 60608",71828.69,,Public Services,,1999-04-08,41.853682,-87.655485
cdbg,1211,Services for The Disabled,"1161 W 21st St, Chicago, IL 60608",4949.46,,Public Services,,1999-04-08,41.853682,-87.655485
cdbg,1232,Health Services,"743 S Sacramento Blvd, Chicago, IL 60612",6471.18,,Public Services,,2001-01-24,41.871639,-87.700747
cdbg,1319,Rehabilitation: Publicly or Privately Owned Commercial/Industrial,"33 N La Salle St, Chicago, IL 60602",162186.74,,Economic Development,,2000-12-31,41.88267,-87.632152
cdbg,1320,Rehabilitation: Publicly or Privately Owned Commercial/Industrial,"121 N La Salle St, Chicago, IL 60602",150000.00,,Economic Development,,2000-12-31,41.883612,-87.632145
cdbg,1321,Rehabilitation: Publicly or Privately Owned Commercial/Industrial,"121 N La Salle St, Chicago, IL 60602",150000.00,,Economic Development,,2000-12-31,41.883612,-87.632145
cdbg,1323,ED Direct: Financial Assistance to For-Profit Businesses,"121 N La Salle St, ROOM 1006, Chicago, IL 60602",170568.61,,Economic Development,,2000-12-31,41.883612,-87.632145
cdbg,1324,Other Commercial/Industrial Improvements,"121 N La Salle St, Chicago, IL 60602",1707179.10,,Economic Development,,2005-12-31,41.883612,-87.632145
cdbg,1325,Other Commercial/Industrial Improvements,"121 N La Salle St, Chicago, IL 60602",330431.90,,Economic Development,,2004-12-31,41.883612,-87.632145
cdbg,1329,Other Commercial/Industrial Improvements,"121 N La Salle St, SUITE 1000, Chicago, IL 60602",117927.91,,Economic Development,,2000-10-13,41.883612,-87.632145
cdbg,1348,Rehabilitation: Multi-Unit Residential,"747 N May St, Chicago, IL 60642",9422.00,,Housing,,2003-02-19,41.8958,-87.655685
cdbg,1350,Rehabilitation: Multi-Unit Residential,"318 S Michigan Ave, CHICAGO, ILLINOIS 60604, Chicago, IL 60604",224609.90,,Housing,,2003-02-19,41.878051,-87.624603
cdbg,1352,Rehabilitation: Multi-Unit Residential,"318 S Michigan Ave, Chicago, IL 60604",12945.39,,Housing,,2002-02-26,41.878051,-87.624603
cdbg,1359,Health Services,"333 S State St Ste 200, Chicago, IL 60604",409870.93,,Public Services,,2000-10-02,41.877023,-87.627364
cdbg,1362,Health Services,"200 E 115th St, Chicago, IL 60628",1928118.78,,Public Services,,2001-01-26,41.685538,-87.618054
cdbg,1363,Health Services,"845 W Wilson Ave, Chicago, IL 60640",2345699.55,,Public Services,,2003-02-26,41.965344,-87.651702
cdbg,1384,Street Improvements,"30 N La Salle St Ste 200, Chicago, IL 60602",953292.93,,Public Improvements,,2000-10-03,41.882676,-87.632594
cdbg,1385,Street Improvements,"30 N La Salle St Ste 200, Chicago, IL 60602",1990858.15,,Public Improvements,,2004-03-18,41.882676,-87.632594
cdbg,1449,Employment Training,"4753 N Broadway St, Chicago, IL 60640",28586.00,,Public Services,,2000-02-08,41.968667,-87.659362
cdbg,1450,Employment Training,"4345 W Division St, Chicago, IL 60651",33500.00,,Public Services,,2000-02-08,41.902394,-87.734786
cdbg,1451,Employment Training,"310 W 24th Pl, Chicago, IL 60616",37487.00,,Public Services,,2000-02-08,41.848399,-87.635093
cdbg,1452,Employment Training,"1016 W Argyle St, Chicago, IL 60640",48591.00,,Public Services,,2000-02-08,41.973426,-87.655642
cdbg,1453,Employment Training,"4432 N Ravenswood Ave, Chicago, IL 60640",40586.00,,Public Services,,2000-03-06,41.962866,-87.674744
cdbg,1454,Employment Training,"1839 S Carpenter St, Chicago, IL 60608",31344.00,,Public Services,,2000-02-26,41.857218,-87.65297
cdbg,1455,Employment Training,"4750 N Sheridan Rd, Chicago, IL 60640",30729.00,,Public Services,,2000-03-06,41.968486,-87.655064
cdbg,1456,Employment Training,"2555 E 75th St, Chicago, IL 60649",20572.00,,Public Services,,1999-12-31,41.758877,-87.562447
cdbg,1457,Employment Training,"790 N Milwaukee Ave, Chicago, IL 60642",98595.00,,Public Services,,2000-02-26,41.896048,-87.655448
cdbg,1458,Employment Training,"1 S Franklin St, Chicago, IL 60606",50121.00,,Public Services,,2000-02-26,41.881795,-87.635093
cdbg,1459,Employment Training,"4300 N California Ave, Chicago, IL 60618",33591.00,,Public Services,,2000-05-26,41.959447,-87.698613
cdbg,1460,Employment Training,"3834 N Cicero Ave, Chicago, IL 60641",101897.32,,Public Services,,2000-02-08,41.950726,-87.747496
cdbg,1461,Employment Training,"8316 S Ellis Ave, Chicago, IL 60619",20747.62,,Public Services,,2000-02-26,41.743809,-87.600401
cdbg,1462,Employment Training,"5082 W Jackson Blvd, Chicago, IL 60644",33832.99,,Public Services,,2000-02-26,41.876878,-87.752574
cdbg,1463,Employment Training,"2011 W Pershing Rd, Chicago, IL 60609",99999.00,,Public Services,,2000-03-22,41.822992,-87.676531
cdbg,1464,Employment Training,"50 E 41st St, Chicago, IL 60653",81645.22,,Public Services,,2000-02-26,41.820309,-87.624653
cdbg,1465,Employment Training,"1255 S Wabash Ave, Chicago, IL 60605",20728.00,,Public Services,,2000-02-26,41.866536,-87.625583
cdbg,1466,Employment Training,"7949 S Western Ave, Chicago, IL 60620",58671.00,,Public Services,,2000-03-22,41.748767,-87.682515
cdbg,1467,Employment Training,"4833 N Broadway St, Chicago, IL 60640",36835.00,,Public Services,,2000-02-08,41.969993,-87.659482
cdbg,1468,Employment Training,"11 E Adams St, Chicago, IL 60603",44217.00,,Public Services,,2000-05-01,41.879326,-87.626798
cdbg,1469,Employment Training,"1751 W 47th St, Chicago, IL 60609",27500.00,,Public Services,,2000-11-15,41.808438,-87.668939
cdbg,1470,Employment Training,"3301 W Arthington St, Chicago, IL 60624",48755.00,,Public Services,,2000-02-03,41.869886,-87.708238
cdbg,1471,Employment Training,"220 S Ashland Ave, Chicago, IL 60607",130900.00,,Public Services,,2000-03-22,41.878627,-87.667025
cdbg,1472,Employment Training,"601 W Polk St, Chicago, IL 60607",30000.00,,Public Services,,2000-03-22,41.871814,-87.642356
cdbg,1476,"Other Public Services Not Listed in 05A-05Y, 03T","3210 W Arthington St, Chicago, IL 60624",34649.32,,Public Services,,2001-10-22,41.870236,-87.706117
cdbg,1477,"Other Public Services Not Listed in 05A-05Y, 03T","367 N Karlov Ave, Chicago, IL 60624",26708.09,,Public Services,,1999-12-31,41.887451,-87.728057
cdbg,1478,"Other Public Services Not Listed in 05A-05Y, 03T","206 W Division St, Chicago, IL 60610",34999.92,,Public Services,,1999-12-31,41.904036,-87.634615
cdbg,1479,"Other Public Services Not Listed in 05A-05Y, 03T","915 N Wolcott Ave, Chicago, IL 60622",34998.19,,Public Services,,1999-12-31,41.898019,-87.674476
cdbg,1480,"Other Public Services Not Listed in 05A-05Y, 03T","4510 S Michigan Ave, Chicago, IL 60653",32901.74,,Public Services,,1999-12-31,41.812917,-87.623137
cdbg,1481,"Other Public Services Not Listed in 05A-05Y, 03T","9108 S Brandon Ave, Chicago, IL 60617",39999.84,,Public Services,,1999-12-31,41.729918,-87.547109
cdbg,1482,"Other Public Services Not Listed in 05A-05Y, 03T","3003 W Touhy Ave, Chicago, IL 60645",35000.00,,Public Services,,1999-12-31,42.011824,-87.704591
cdbg,1483,"Other Public Services Not Listed in 05A-05Y, 03T","1042 W Bryn Mawr Ave, Chicago, IL 60660",36359.13,,Public Services,,1999-12-31,41.983786,-87.656964
cdbg,1484,"Other Public Services Not Listed in 05A-05Y, 03T","7920 S Ashland Ave, Chicago, IL 60620",34921.86,,Public Services,,2001-10-22,41.749963,-87.66375
cdbg,1485,"Other Public Services Not Listed in 05A-05Y, 03T","331 W 45th Pl, Chicago, IL 60609",33365.09,,Public Services,,1999-12-31,41.811603,-87.633906
cdbg,1486,"Other Public Services Not Listed in 05A-05Y, 03T","2601 W 63rd St, Chicago, IL 60629",38962.74,,Public Services,,1999-12-31,41.779026,-87.688541
cdbg,1487,"Other Public Services Not Listed in 05A-05Y, 03T","4946 N Sheridan Rd, Chicago, IL 60640",34999.92,,Public Services,,1999-12-31,41.972392,-87.655142
cdbg,1488,"Other Public Services Not Listed in 05A-05Y, 03T","2750 W North Ave, Chicago, IL 60647",34995.99,,Public Services,,1999-12-31,41.910456,-87.696076
cdbg,1489,"Other Public Services Not Listed in 05A-05Y, 03T","6450 S Stony Island Ave, Chicago, IL 60637",34999.92,,Public Services,,1999-12-31,41.777838,-87.586592
cdbg,1490,"Other Public Services Not Listed in 05A-05Y, 03T","14 E Jackson Blvd, Chicago, IL 60604",34999.90,,Public Services,,1999-12-31,41.87839,-87.626929
cdbg,1491,"Other Public Services Not Listed in 05A-05Y, 03T","4745 N Kedzie Ave, Chicago, IL 60625",40000.00,,Public Services,,1999-12-31,41.967459,-87.708232
cdbg,1492,"Other Public Services Not Listed in 05A-05Y, 03T","305 E 132nd St, Chicago, IL 60827",35000.00,,Public Services,,1999-12-31,41.655423,-87.614216
cdbg,1493,"Other Public Services Not Listed in 05A-05Y, 03T","1722 W Lunt Ave, Chicago, IL 60626",34999.92,,Public Services,,1999-12-31,42.009207,-87.672878
cdbg,1494,"Other Public Services Not Listed in 05A-05Y, 03T","5071 W Congress Pkwy, Chicago, IL 60644",32333.48,,Public Services,,1999-12-31,41.873799,-87.752111
cdbg,1495,"Other Public Services Not Listed in 05A-05Y, 03T","7354 S Peoria St, Chicago, IL 60621",24379.84,,Public Services,,1999-12-31,41.760554,-87.646955
cdbg,1496,"Other Public Services Not Listed in 05A-05Y, 03T","1818 S Paulina St, Chicago, IL 60608",34996.08,,Public Services,,2001-11-06,41.85727,-87.668862
cdbg,1497,"Other Public Services Not Listed in 05A-05Y, 03T","8200 S Ellis Ave, Chicago, IL 60619",34354.00,,Public Services,,1999-12-31,41.745824,-87.600405
cdbg,1499,"Other Public Services Not Listed in 05A-05Y, 03T","2929 S Wabash Ave, Chicago, IL 60616",29377.10,,Public Services,,1999-12-31,41.841207,-87.624998
cdbg,1500,"Other Public Services Not Listed in 05A-05Y, 03T","607 E Oakwood Blvd, Chicago, IL 60653",31710.07,,Public Services,,1999-12-31,41.822547,-87.611562
cdbg,1501,"Other Public Services Not Listed in 05A-05Y, 03T","342 S Laramie Ave, Chicago, IL 60644",27560.47,,Public Services,,1999-12-31,41.875639,-87.755115
cdbg,1502,"Other Public Services Not Listed in 05A-05Y, 03T","4732 N Lincoln Ave, Chicago, IL 60625",34881.48,,Public Services,,1999-12-31,41.967197,-87.687847
cdbg,1503,"Other Public Services Not Listed in 05A-05Y, 03T","2750 W North Ave, Chicago, IL 60647",34999.94,,Public Services,,1999-12-31,41.910456,-87.696076
cdbg,1532,"Other Public Services Not Listed in 05A-05Y, 03T","11015 S Michigan Ave, Chicago, IL 60628",40000.00,,Public Services,,1999-12-31,41.69395,-87.620631
cdbg,1533,"Other Public Services Not Listed in 05A-05Y, 03T","4510 S Michigan Ave, Chicago, IL 60653",40000.00,,Public Services,,1999-12-31,41.812917,-87.623137
cdbg,1534,"Other Public Services Not Listed in 05A-05Y, 03T","3321 W Wrightwood Ave, Chicago, IL 60647",16540.00,,Public Services,,1999-12-31,41.928168,-87.711408
cdbg,1535,"Other Public Services Not Listed in 05A-05Y, 03T","747 N May St, Chicago, IL 60642",40000.00,,Public Services,,1999-12-31,41.8958,-87.655685
cdbg,1536,"Other Public Services Not Listed in 05A-05Y, 03T","5730 W Division St, Chicago, IL 60651",2180.00,,Public Services,,2000-12-31,41.902277,-87.769154
cdbg,1537,"Other Public Services Not Listed in 05A-05Y, 03T","1772 W Lunt Ave, Chicago, IL 60626",25000.00,,Public Services,,1999-12-31,42.009187,-87.674291
cdbg,1538,"Other Public Services Not Listed in 05A-05Y, 03T","4035 W North Ave, Chicago, IL 60639",37250.00,,Public Services,,2000-12-28,41.909676,-87.727758
cdbg,1544,Centers for the Disabled/Handicapped,"1112 E 87th St, Chicago, IL 60619",28000.00,,Public Improvements,,2004-12-31,41.736913,-87.597476
cdbg,1545,Centers for the Disabled/Handicapped,"2715 W 63rd St, Chicago, IL 60629",42000.00,,Public Improvements,,2001-12-17,41.778991,-87.691487
cdbg,1547,Homeless Facilities (not operating costs),"4722 N Winthrop Ave, Chicago, IL 60640",50000.00,,Public Improvements,,2003-02-26,41.967808,-87.65738
