source_row_number,legal_business_name,dba,city,county,zip,grant_amount_usd,round,source_url,source_version,program_name,relief_era,assistance_type,program_status,record_note
8472,ICE PARK INC,ICE PARK,Joliet,Will,60431,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8473,ins joliet inc.,ins market,Joliet,Will,60431,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8474,Joliet Grill House Inc,Hibachi Sushi Grill,Joliet,Will,60431,150000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8475,Joliet Hi Hotels. LLC,Holiday Inn & Suites,Joliet,Will,60431,150000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8476,MBDD LLC,Mrs Fields,Joliet,Will,60431,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8477,Tone Productions Inc,Tone Productions,Joliet,Will,60431,80000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8478,Young Men's Christian Association of Joliet,Greater Joliet Area YMCA,Joliet,Will,60431,150000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8479,1133 S WESTERN AVE CORPORATION FORGE,,Joliet,Will,60432,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8480,1813 Building Corporation,Knights of Columbus 4400,Joliet,Will,60432,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8481,AWK Citgo Inc,,Joliet,Will,60432,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8482,Catrinas Mex LLC,,Joliet,Will,60432,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8483,"Chicago Tavern Group, LLC - Joliet",Judge's Bar,Joliet,Will,60432,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8484,Diane Marie Harris,Itisamazing,Joliet,Will,60432,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8485,Elder Brewing Inc,Elder Brewing Co.,Joliet,Will,60432,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8486,George Werden Buck Boys & Girls Club,Boys & Girls Club of Joliet,Joliet,Will,60432,55000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8487,Jitters coffee house inc.,Jitters coffee house,Joliet,Will,60432,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8488,Joliet Community Baseball & Entertainment LLC,Joliet Slammers,Joliet,Will,60432,150000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8489,K Ribs BBQ Inc,K Ribs BBQ Inc,Joliet,Will,60432,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8490,L. Surges Custom Woodwork Inc,,Joliet,Will,60432,40000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8491,Mygrain Brewing Company LLC,Mygrain Brewing Company,Joliet,Will,60432,150000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8492,Prime Realty Associates Inc,,Joliet,Will,60432,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8493,Rugger-Bard Inc,Chicago Street Pub,Joliet,Will,60432,45000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8494,SAN BENEDETTO LLC,JULIET'S TAVERN,Joliet,Will,60432,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8495,Seol Ko Corporation,Beauty Supply,Joliet,Will,60432,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8496,"SLR of Illinois, Inc.",Subway,Joliet,Will,60432,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8497,The Blue Taco LLC,,Joliet,Will,60432,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8498,TONY'S WOK.INC,TONY'S WOK,Joliet,Will,60432,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8499,Venuworks of Joliet LLC,Rialto Square Theatre,Joliet,Will,60432,65000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8500,Another Solution Production,Another Solution,Joliet,Will,60433,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8501,Central Cleaners Inc,Central Cleaners,Joliet,Will,60433,25000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8502,Heart & Sole LLC,Heart & Sole Dance,Joliet,Will,60433,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8503,Victorian Manor Inc,Victorian Manor Inc,Joliet,Will,60433,70000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8504,AL's Steak House Inc,AL's Steak House,Joliet,Will,60435,150000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8505,Andones Corporation,Silver Spoon Restaurant,Joliet,Will,60435,20000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8506,ANUP ENTERPRISES CORP.-JOLIET,DAIRY QUEEN,Joliet,Will,60435,10000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8507,Brite Cleaners,Brite Cleaners,Joliet,Will,60435,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8508,BYK Inc,Images Salon,Joliet,Will,60435,10000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8509,E.R.luevano Ert,Jodys Hotdogs,Joliet,Will,60435,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8510,Foreign Travel Associates Inc,The Travel Hut,Joliet,Will,60435,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8511,Heritage Corridor Convention and Visitors Bureau,Heritage Corridor Cvb,Joliet,Will,60435,150000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8512,Jackpots Gaming & Spirits of Joliet,On the Rocks,Joliet,Will,60435,30000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8513,Jerries Dogs and Fries Inc,Jerries Dogs and More,Joliet,Will,60435,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8514,Joliet City Tavern Inc,City Tavern,Joliet,Will,60435,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8515,Joliet IL 1292 Inc,,Joliet,Will,60435,85000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8516,Joliet Town and Country Lanes Inc,Joliet Town and Country Lanes,Joliet,Will,60435,35000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8517,KC Leather Cleaners Inc,Leather Master,Joliet,Will,60435,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8518,Knorr Enterprises Inc,Sidelines Sports Bar,Joliet,Will,60435,65000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8519,"Maurie's Table, Inc.",Maurie's Table,Joliet,Will,60435,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8520,MBG Joliet LLC,Sky Zone Joliet,Joliet,Will,60435,115000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8521,Moran Athletic Club,Moran Athletic Club,Joliet,Will,60435,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8522,New Super China Buffet.inc,Super China Buffet,Joliet,Will,60435,35000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8523,Popus Gourmet Popcorn,Popus Gourmet Popcorn,Joliet,Will,60435,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8524,Quad Step Holdings LLC,Chicago Sports & Fitness Club,Joliet,Will,60435,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8525,Rainbow Kms Corp,China China Restaurant,Joliet,Will,60435,20000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8526,Rainbow Kms Corp.,China China Restaurant,Joliet,Will,60435,10000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8527,"Red Ginger, Inc.",Subway,Joliet,Will,60435,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8528,Salon Tres LTD,Salon Tres LTD,Joliet,Will,60435,10000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8529,Sandwich Corporation,Subway Sandwiches,Joliet,Will,60435,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8530,Studio Flex,,Joliet,Will,60435,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8531,T&D Bowling Specialists Ltd.,T&D Bowling & Awards,Joliet,Will,60435,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8532,ZIP FITNESS JOLIET LLC,ZIP FITNESS JOLIET,Joliet,Will,60435,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8533,Zip Fitness Joliet LLC,Zip Fitness Joliet,Joliet,Will,60435,90000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8534,Avenue Management LLC,Clarion Hotel & Bqt Center,Joliet,Will,60436,100000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8535,Jai Hanuman Food Inc,Shark Fish and Chicken,Joliet,Will,60436,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8536,Joliet Convention Center Inc,Joliet Convention & Event Center,Joliet,Will,60436,100000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8537,Krupalu LLC,Quality Inn & Suites Joliet,Joliet,Will,60436,85000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8538,La Michoacana CCM Inc,,Joliet,Will,60436,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8539,Patrick Haley Mansion,Patrick Haley Mansion,Joliet,Will,60436,80000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8540,S&B Enterprises Inc,Super J J Fish & Chicken,Joliet,Will,60436,90000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8541,Venus Entertainment,,Joliet,Will,60436,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8542,Monte Bello Estates Inc,,Lemont,Will,60439,125000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8543,AFLockport Inc,Anytime Fitness,Lockport,Will,60441,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8544,AGN Cartage & Logistics Inc,AGN Cartage & Logistics Inc,Lockport,Will,60441,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8545,Big Bones Inc,Oh! Design,Lockport,Will,60441,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8546,"Embers Tap House & Social Club, LLC Embers Tap House",,Lockport,Will,60441,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8547,Lin Lin Win Inc,Asian Harbor,Lockport,Will,60441,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8548,Mamma Onestis North Inc,Mamma Onesta's Italian Restaurant,Lockport,Will,60441,145000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8549,Mojoe Inc,Mojoe Inc,Lockport,Will,60441,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8550,Natalie Coleman Inc,Natalie Coleman Inc,Lockport,Will,60441,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8551,Sazz Inc,Subway Sandwiches,Lockport,Will,60441,25000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8552,SKFI Management Group Inc,Subway Sandwiches,Lockport,Will,60441,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8553,Stella's On State,Stella's On State,Lockport,Will,60441,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8554,Talllgrass Inc,Talllgrass Restaurant,Lockport,Will,60441,25000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8555,"White Lotus Weddings, Inc",White Lotus Weddings,Lockport,Will,60441,10000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8556,White Tiger Martial Arts Center Lockport,,Lockport,Will,60441,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8557,Kat's Cafe,Kat's Cafe,Manhattan,Will,60442,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
